Standings,RL.XV,66,66.1,Lobby,GS,59,59.1,O3,79,79.1,TX,72,72.1,Round,Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,P.4,K.4,P.5,K.5,PQL
,,,,Lobby 4,,,,,,,,,,Quarterfinals,14.0,Triple Threat OG,13.0,15.0,0.0,14.0,0.0,3.0,4.0,18.0,0.0,,,,,Preseason_Qualifier_2
,,,,Lobby 4,,,,,,,,,,Quarterfinals,15.0,Boink Gang,10.0,8.0,0.0,11.0,1.0,5.0,1.0,11.0,0.0,,,,,Preseason_Qualifier_2
,,,,Lobby 4,,,,,,,,,,Quarterfinals,16.0,Yang baca jelek,9.0,12.0,7.0,16.0,1.0,20.0,0.0,20.0,0.0,,,,,Preseason_Qualifier_2
,,,,Lobby 4,,,,,,,,,,Quarterfinals,17.0,Exusiai,6.0,13.0,0.0,12.0,0.0,9.0,1.0,13.0,0.0,,,,,Preseason_Qualifier_2
,,,,Lobby 4,,,,,,,,,,Quarterfinals,18.0,Team Psycho,2.0,17.0,0.0,13.0,1.0,19.0,0.0,16.0,0.0,,,,,Preseason_Qualifier_2
,,,,Lobby 4,,,,,,,,,,Quarterfinals,19.0,Happy To Be Here,1.0,20.0,0.0,20.0,0.0,14.0,0.0,17.0,0.0,,,,,Preseason_Qualifier_2
,,,,Lobby 4,,,,,,,,,,Quarterfinals,20.0,Rogue_One,1.0,18.0,0.0,17.0,0.0,17.0,0.0,15.0,0.0,,,,,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Semifinals,1.0,MDY,93.0,3.0,9.0,1.0,14.0,11.0,11.0,16.0,0.0,1.0,21.0,15.0,5.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Semifinals,2.0,MBTN,77.0,9.0,0.0,2.0,1.0,1.0,13.0,5.0,1.0,2.0,6.0,1.0,8.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Semifinals,3.0,SNG,55.0,19.0,1.0,3.0,8.0,2.0,4.0,2.0,9.0,4.0,0.0,6.0,0.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Semifinals,4.0,PWLS,52.0,6.0,1.0,11.0,1.0,5.0,9.0,9.0,1.0,6.0,5.0,2.0,13.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Semifinals,5.0,April,50.0,12.0,5.0,6.0,6.0,6.0,7.0,7.0,4.0,5.0,2.0,5.0,8.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Semifinals,6.0,TX,38.0,16.0,3.0,4.0,7.0,17.0,3.0,12.0,3.0,3.0,8.0,13.0,0.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Semifinals,7.0,Warsoul Hammer,38.0,11.0,3.0,19.0,0.0,4.0,4.0,1.0,8.0,8.0,3.0,18.0,0.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Semifinals,8.0,NaresuanSniper,37.0,2.0,9.0,9.0,6.0,15.0,2.0,14.0,3.0,10.0,0.0,16.0,2.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Semifinals,9.0,HeadHunters,37.0,1.0,12.0,14.0,2.0,7.0,2.0,15.0,0.0,14.0,2.0,14.0,0.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Semifinals,10.0,Pavlova,31.0,8.0,0.0,10.0,0.0,19.0,0.0,3.0,6.0,13.0,2.0,4.0,6.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Semifinals,11.0,IFPD,30.0,5.0,4.0,7.0,5.0,14.0,3.0,19.0,0.0,9.0,0.0,10.0,6.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Semifinals,12.0,RL.IXiA,25.0,14.0,3.0,13.0,0.0,8.0,0.0,4.0,8.0,15.0,0.0,12.0,3.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Semifinals,13.0,4Thumbs1Arm,23.0,13.0,0.0,17.0,0.0,18.0,0.0,6.0,2.0,12.0,4.0,3.0,5.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Semifinals,14.0,WAT,19.0,7.0,3.0,8.0,4.0,10.0,0.0,17.0,3.0,11.0,0.0,11.0,0.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Semifinals,15.0,BOG,16.0,4.0,1.0,15.0,1.0,3.0,0.0,13.0,0.0,18.0,0.0,20.0,0.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Semifinals,16.0,INF,12.0,15.0,0.0,16.0,0.0,12.0,0.0,10.0,6.0,17.0,0.0,8.0,0.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Semifinals,17.0,RJININ,10.0,10.0,1.0,12.0,0.0,20.0,0.0,8.0,3.0,20.0,1.0,17.0,0.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Semifinals,18.0,StrawberryJam,10.0,18.0,0.0,5.0,2.0,13.0,0.0,18.0,0.0,16.0,0.0,9.0,1.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Semifinals,19.0,OGL,10.0,20.0,0.0,20.0,0.0,9.0,0.0,11.0,0.0,7.0,0.0,7.0,1.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Semifinals,20.0,60 Hurtz,0.0,17.0,0.0,18.0,0.0,16.0,0.0,20.0,0.0,19.0,0.0,19.0,0.0,Preseason_Qualifier_2
,,,,Lobby 2,,,,,,,,,,Semifinals,1.0,GS,94.0,3.0,12.0,1.0,9.0,2.0,20.0,13.0,2.0,10.0,8.0,5.0,8.0,Preseason_Qualifier_2
,,,,Lobby 2,,,,,,,,,,Semifinals,2.0,PG,66.0,2.0,4.0,2.0,9.0,6.0,0.0,7.0,2.0,2.0,6.0,2.0,3.0,Preseason_Qualifier_2
,,,,Lobby 2,,,,,,,,,,Semifinals,3.0,DYN,46.0,9.0,1.0,3.0,4.0,19.0,0.0,1.0,13.0,4.0,0.0,10.0,0.0,Preseason_Qualifier_2
,,,,Lobby 2,,,,,,,,,,Semifinals,4.0,WGGxPK,44.0,11.0,6.0,15.0,0.0,3.0,7.0,2.0,8.0,19.0,0.0,15.0,4.0,Preseason_Qualifier_2
,,,,Lobby 2,,,,,,,,,,Semifinals,5.0,Estrell,44.0,6.0,2.0,10.0,0.0,1.0,5.0,4.0,4.0,15.0,0.0,3.0,3.0,Preseason_Qualifier_2
,,,,Lobby 2,,,,,,,,,,Semifinals,6.0,DNZ,43.0,7.0,5.0,19.0,0.0,17.0,0.0,12.0,0.0,1.0,12.0,4.0,5.0,Preseason_Qualifier_2
,,,,Lobby 2,,,,,,,,,,Semifinals,7.0,WGG,42.0,18.0,1.0,20.0,1.0,4.0,4.0,6.0,13.0,6.0,12.0,18.0,0.0,Preseason_Qualifier_2
,,,,Lobby 2,,,,,,,,,,Semifinals,8.0,AMG TW,42.0,1.0,9.0,4.0,3.0,14.0,1.0,16.0,2.0,7.0,6.0,17.0,0.0,Preseason_Qualifier_2
,,,,Lobby 2,,,,,,,,,,Semifinals,9.0,WHIZ,37.0,19.0,2.0,13.0,3.0,11.0,2.0,9.0,1.0,20.0,0.0,1.0,13.0,Preseason_Qualifier_2
,,,,Lobby 2,,,,,,,,,,Semifinals,10.0,BTCxWGG,32.0,10.0,5.0,12.0,6.0,9.0,0.0,18.0,0.0,3.0,6.0,8.0,1.0,Preseason_Qualifier_2
,,,,Lobby 2,,,,,,,,,,Semifinals,11.0,EVO.Shadow,26.0,15.0,0.0,7.0,6.0,10.0,1.0,19.0,0.0,8.0,4.0,12.0,6.0,Preseason_Qualifier_2
,,,,Lobby 2,,,,,,,,,,Semifinals,12.0,DREAM,26.0,13.0,1.0,16.0,3.0,8.0,1.0,14.0,2.0,5.0,3.0,6.0,5.0,Preseason_Qualifier_2
,,,,Lobby 2,,,,,,,,,,Semifinals,13.0,QE.NY,25.0,4.0,5.0,6.0,6.0,16.0,0.0,5.0,0.0,14.0,1.0,16.0,0.0,Preseason_Qualifier_2
,,,,Lobby 2,,,,,,,,,,Semifinals,14.0,DSG,23.0,5.0,3.0,18.0,0.0,7.0,7.0,8.0,3.0,17.0,0.0,13.0,0.0,Preseason_Qualifier_2
,,,,Lobby 2,,,,,,,,,,Semifinals,15.0,Teriyaki Boyz,22.0,16.0,0.0,8.0,3.0,15.0,0.0,3.0,5.0,9.0,0.0,14.0,1.0,Preseason_Qualifier_2
,,,,Lobby 2,,,,,,,,,,Semifinals,16.0,Multicultural,16.0,12.0,0.0,5.0,0.0,18.0,1.0,11.0,3.0,12.0,0.0,7.0,2.0,Preseason_Qualifier_2
,,,,Lobby 2,,,,,,,,,,Semifinals,17.0,Keep it 100,15.0,8.0,2.0,11.0,1.0,5.0,3.0,17.0,0.0,16.0,0.0,9.0,0.0,Preseason_Qualifier_2
,,,,Lobby 2,,,,,,,,,,Semifinals,18.0,EVO BERZ,11.0,20.0,0.0,9.0,5.0,13.0,2.0,20.0,0.0,13.0,0.0,19.0,0.0,Preseason_Qualifier_2
,,,,Lobby 2,,,,,,,,,,Semifinals,19.0,September,8.0,17.0,0.0,17.0,0.0,12.0,2.0,10.0,0.0,11.0,0.0,11.0,1.0,Preseason_Qualifier_2
,,,,Lobby 2,,,,,,,,,,Semifinals,20.0,Hardstuck D4,4.0,14.0,0.0,14.0,1.0,20.0,0.0,15.0,0.0,18.0,0.0,20.0,0.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Finals,1.0,WGG,71.0,2.0,11.0,11.0,5.0,2.0,11.0,3.0,9.0,6.0,5.0,13.0,0.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Finals,2.0,DNZ,66.0,12.0,2.0,9.0,7.0,5.0,4.0,1.0,16.0,11.0,7.0,5.0,6.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Finals,3.0,MDY,56.0,1.0,12.0,16.0,4.0,13.0,5.0,7.0,5.0,3.0,6.0,12.0,0.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Finals,4.0,TX,53.0,19.0,1.0,7.0,1.0,4.0,6.0,14.0,3.0,2.0,6.0,3.0,11.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Finals,5.0,GS,51.0,15.0,1.0,4.0,5.0,6.0,7.0,12.0,3.0,8.0,7.0,6.0,13.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Finals,6.0,WHIZ,44.0,6.0,3.0,1.0,11.0,15.0,1.0,11.0,1.0,13.0,3.0,8.0,5.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Finals,7.0,Warsoul Hammer,43.0,16.0,2.0,14.0,0.0,1.0,6.0,2.0,5.0,14.0,3.0,9.0,2.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Finals,8.0,PG,41.0,4.0,1.0,2.0,1.0,18.0,0.0,6.0,0.0,9.0,1.0,1.0,7.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Finals,9.0,DYN,39.0,5.0,3.0,19.0,0.0,3.0,3.0,4.0,2.0,15.0,0.0,2.0,5.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Finals,10.0,Pavlova,38.0,9.0,3.0,17.0,1.0,10.0,1.0,9.0,5.0,1.0,5.0,4.0,0.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Finals,11.0,SNG,29.0,10.0,2.0,3.0,5.0,9.0,3.0,10.0,2.0,19.0,0.0,10.0,2.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Finals,12.0,AMG TW,28.0,14.0,2.0,5.0,10.0,12.0,0.0,8.0,0.0,18.0,3.0,7.0,2.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Finals,13.0,Estrell,24.0,17.0,3.0,13.0,0.0,14.0,3.0,5.0,4.0,4.0,2.0,14.0,0.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Finals,14.0,PWLS,21.0,3.0,3.0,6.0,4.0,16.0,0.0,17.0,2.0,10.0,0.0,16.0,0.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Finals,15.0,WGGxPK,16.0,13.0,1.0,18.0,0.0,8.0,4.0,15.0,0.0,5.0,1.0,11.0,1.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Finals,16.0,MBTN,12.0,11.0,1.0,15.0,2.0,7.0,1.0,16.0,1.0,17.0,0.0,17.0,2.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Finals,17.0,April,11.0,7.0,3.0,10.0,0.0,17.0,0.0,13.0,0.0,12.0,1.0,18.0,0.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Finals,18.0,HeadHunters,7.0,8.0,0.0,8.0,1.0,11.0,0.0,18.0,0.0,16.0,0.0,15.0,0.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Finals,19.0,BTCxWGG,4.0,18.0,0.0,12.0,0.0,19.0,0.0,19.0,0.0,7.0,0.0,19.0,0.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Finals,20.0,NaresuanSniper,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,Preseason_Qualifier_2
,,,,Lobby 1,,,,,,,,,,Round_1,1.0,TX,55.0,3.0,7.0,3.0,15.0,9.0,9.0,8.0,6.0,,,,,Preseason_Qualifier_3
,,,,Lobby 1,,,,,,,,,,Round_1,2.0,RL.XV,41.0,13.0,0.0,5.0,3.0,1.0,15.0,7.0,3.0,,,,,Preseason_Qualifier_3
,,,,Lobby 1,,,,,,,,,,Round_1,3.0,Quentiam,41.0,1.0,7.0,4.0,3.0,10.0,1.0,5.0,7.0,,,,,Preseason_Qualifier_3
,,,,Lobby 1,,,,,,,,,,Round_1,4.0,Sigma Gamers,39.0,2.0,5.0,12.0,0.0,6.0,0.0,1.0,9.0,,,,,Preseason_Qualifier_3
,,,,Lobby 1,,,,,,,,,,Round_1,5.0,Prestige Elite,32.0,4.0,4.0,7.0,3.0,3.0,5.0,10.0,3.0,,,,,Preseason_Qualifier_3
,,,,Lobby 1,,,,,,,,,,Round_1,6.0,Team Vicity,25.0,5.0,0.0,10.0,0.0,4.0,1.0,2.0,4.0,,,,,Preseason_Qualifier_3
,,,,Lobby 1,,,,,,,,,,Round_1,7.0,DREAM,23.0,10.0,2.0,6.0,1.0,5.0,3.0,3.0,1.0,,,,,Preseason_Qualifier_3
,,,,Lobby 1,,,,,,,,,,Round_1,8.0,OC,21.0,7.0,6.0,2.0,0.0,13.0,0.0,11.0,1.0,,,,,Preseason_Qualifier_3
,,,,Lobby 1,,,,,,,,,,Round_1,9.0,LH,19.0,12.0,0.0,1.0,3.0,12.0,0.0,9.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 1,,,,,,,,,,Round_1,10.0,RNG,17.0,8.0,3.0,9.0,5.0,8.0,0.0,6.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 1,,,,,,,,,,Round_1,11.0,TEAR,16.0,9.0,1.0,13.0,0.0,2.0,2.0,12.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 1,,,,,,,,,,Round_1,12.0,Bunning LTD,10.0,11.0,0.0,11.0,0.0,7.0,0.0,4.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 1,,,,,,,,,,Round_1,13.0,tXt,7.0,6.0,0.0,8.0,0.0,11.0,0.0,13.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 2,,,,,,,,,,Round_1,1.0,April,55.0,5.0,9.0,3.0,7.0,1.0,15.0,12.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 2,,,,,,,,,,Round_1,2.0,Scythe,46.0,4.0,5.0,6.0,3.0,2.0,12.0,4.0,4.0,,,,,Preseason_Qualifier_3
,,,,Lobby 2,,,,,,,,,,Round_1,3.0,StrawberryJam,43.0,2.0,7.0,1.0,8.0,8.0,0.0,10.0,3.0,,,,,Preseason_Qualifier_3
,,,,Lobby 2,,,,,,,,,,Round_1,4.0,OGL,36.0,1.0,8.0,4.0,1.0,13.0,0.0,3.0,2.0,,,,,Preseason_Qualifier_3
,,,,Lobby 2,,,,,,,,,,Round_1,5.0,RJININ,34.0,10.0,2.0,2.0,7.0,3.0,1.0,6.0,3.0,,,,,Preseason_Qualifier_3
,,,,Lobby 2,,,,,,,,,,Round_1,6.0,MBTN,29.0,13.0,0.0,10.0,1.0,11.0,3.0,1.0,9.0,,,,,Preseason_Qualifier_3
,,,,Lobby 2,,,,,,,,,,Round_1,7.0,Y105,22.0,7.0,1.0,5.0,5.0,7.0,3.0,7.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 2,,,,,,,,,,Round_1,8.0,TEAM MIRACLE,21.0,12.0,0.0,7.0,0.0,4.0,1.0,2.0,2.0,,,,,Preseason_Qualifier_3
,,,,Lobby 2,,,,,,,,,,Round_1,9.0,Nitrogen Oxide,20.0,3.0,1.0,11.0,0.0,12.0,0.0,5.0,6.0,,,,,Preseason_Qualifier_3
,,,,Lobby 2,,,,,,,,,,Round_1,10.0,SkarptSinne,12.0,6.0,1.0,9.0,0.0,6.0,1.0,9.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 2,,,,,,,,,,Round_1,11.0,VENOM KNF,7.0,8.0,0.0,8.0,0.0,10.0,1.0,20.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 2,,,,,,,,,,Round_1,12.0,Ace Players,7.0,9.0,0.0,20.0,0.0,5.0,0.0,11.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 2,,,,,,,,,,Round_1,13.0,Informal Squad,6.0,11.0,0.0,12.0,0.0,9.0,0.0,8.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 2,,,,,,,,,,Round_1,14.0,hello nihao,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 3,,,,,,,,,,Round_1,1.0,MDY,88.0,4.0,13.0,8.0,5.0,1.0,25.0,1.0,14.0,,,,,Preseason_Qualifier_3
,,,,Lobby 3,,,,,,,,,,Round_1,2.0,Estrell,53.0,1.0,11.0,3.0,11.0,11.0,1.0,3.0,3.0,,,,,Preseason_Qualifier_3
,,,,Lobby 3,,,,,,,,,,Round_1,3.0,WAT,40.0,5.0,2.0,7.0,4.0,3.0,6.0,6.0,11.0,,,,,Preseason_Qualifier_3
,,,,Lobby 3,,,,,,,,,,Round_1,4.0,Link E-sports,30.0,2.0,3.0,4.0,0.0,6.0,1.0,2.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 3,,,,,,,,,,Round_1,5.0,Astreaks Gaming,28.0,6.0,0.0,1.0,6.0,5.0,0.0,11.0,2.0,,,,,Preseason_Qualifier_3
,,,,Lobby 3,,,,,,,,,,Round_1,6.0,END,27.0,12.0,1.0,2.0,6.0,8.0,0.0,4.0,3.0,,,,,Preseason_Qualifier_3
,,,,Lobby 3,,,,,,,,,,Round_1,7.0,Soosmar slayer,20.0,3.0,4.0,5.0,0.0,9.0,0.0,10.0,1.0,,,,,Preseason_Qualifier_3
,,,,Lobby 3,,,,,,,,,,Round_1,8.0,Wkey,18.0,7.0,3.0,11.0,0.0,2.0,1.0,12.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 3,,,,,,,,,,Round_1,9.0,IFPD,12.0,8.0,0.0,6.0,2.0,10.0,0.0,7.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 3,,,,,,,,,,Round_1,10.0,Happy To Be Here,11.0,14.0,0.0,13.0,0.0,4.0,0.0,5.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 3,,,,,,,,,,Round_1,11.0,UNINUB,8.0,9.0,0.0,12.0,0.0,7.0,0.0,9.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 3,,,,,,,,,,Round_1,12.0,RebellioN,6.0,11.0,0.0,9.0,0.0,12.0,0.0,8.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 3,,,,,,,,,,Round_1,13.0,WuhuFlyer,6.0,10.0,0.0,10.0,0.0,13.0,0.0,13.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 3,,,,,,,,,,Round_1,14.0,off boys,1.0,13.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 4,,,,,,,,,,Round_1,1.0,HOPE,57.0,1.0,7.0,1.0,13.0,9.0,4.0,9.0,5.0,,,,,Preseason_Qualifier_3
,,,,Lobby 4,,,,,,,,,,Round_1,2.0,INF,47.0,9.0,2.0,2.0,7.0,2.0,9.0,6.0,6.0,,,,,Preseason_Qualifier_3
,,,,Lobby 4,,,,,,,,,,Round_1,3.0,Hardstuck D4,46.0,3.0,6.0,6.0,2.0,5.0,0.0,1.0,12.0,,,,,Preseason_Qualifier_3
,,,,Lobby 4,,,,,,,,,,Round_1,4.0,PWLS,44.0,2.0,8.0,8.0,7.0,8.0,0.0,3.0,9.0,,,,,Preseason_Qualifier_3
,,,,Lobby 4,,,,,,,,,,Round_1,5.0,South Cartel,35.0,5.0,3.0,4.0,1.0,7.0,4.0,2.0,6.0,,,,,Preseason_Qualifier_3
,,,,Lobby 4,,,,,,,,,,Round_1,6.0,Inferno DRT,25.0,6.0,0.0,7.0,6.0,4.0,5.0,10.0,1.0,,,,,Preseason_Qualifier_3
,,,,Lobby 4,,,,,,,,,,Round_1,7.0,team garong,25.0,4.0,2.0,10.0,0.0,1.0,3.0,11.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 4,,,,,,,,,,Round_1,8.0,iON,20.0,11.0,4.0,13.0,0.0,3.0,5.0,13.0,1.0,,,,,Preseason_Qualifier_3
,,,,Lobby 4,,,,,,,,,,Round_1,9.0,Hardstucks,16.0,10.0,1.0,11.0,3.0,6.0,0.0,4.0,1.0,,,,,Preseason_Qualifier_3
,,,,Lobby 4,,,,,,,,,,Round_1,10.0,Noobs UwU,15.0,14.0,0.0,3.0,0.0,12.0,3.0,7.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 4,,,,,,,,,,Round_1,11.0,Losin Control,11.0,8.0,1.0,9.0,0.0,10.0,3.0,12.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 4,,,,,,,,,,Round_1,12.0,Team eXplicit,11.0,7.0,1.0,14.0,0.0,11.0,3.0,8.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 4,,,,,,,,,,Round_1,13.0,Teriyaki Boyz,10.0,12.0,0.0,5.0,0.0,13.0,0.0,5.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 4,,,,,,,,,,Round_1,14.0,Saint,4.0,13.0,0.0,12.0,0.0,14.0,0.0,14.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 5,,,,,,,,,,Round_1,1.0,GS,55.0,6.0,3.0,11.0,3.0,1.0,14.0,2.0,10.0,,,,,Preseason_Qualifier_3
,,,,Lobby 5,,,,,,,,,,Round_1,2.0,AMG TW,54.0,2.0,4.0,1.0,11.0,2.0,4.0,8.0,3.0,,,,,Preseason_Qualifier_3
,,,,Lobby 5,,,,,,,,,,Round_1,3.0,Antiaa,39.0,8.0,2.0,4.0,4.0,5.0,2.0,1.0,8.0,,,,,Preseason_Qualifier_3
,,,,Lobby 5,,,,,,,,,,Round_1,4.0,SLK,33.0,5.0,6.0,12.0,3.0,4.0,5.0,7.0,6.0,,,,,Preseason_Qualifier_3
,,,,Lobby 5,,,,,,,,,,Round_1,5.0,Bxby's,26.0,1.0,2.0,3.0,0.0,6.0,2.0,20.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 5,,,,,,,,,,Round_1,6.0,FTW,24.0,3.0,1.0,2.0,1.0,11.0,0.0,5.0,1.0,,,,,Preseason_Qualifier_3
,,,,Lobby 5,,,,,,,,,,Round_1,7.0,ANgun,20.0,7.0,6.0,7.0,3.0,8.0,2.0,12.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 5,,,,,,,,,,Round_1,8.0,QE.NY,19.0,11.0,5.0,9.0,0.0,7.0,2.0,4.0,1.0,,,,,Preseason_Qualifier_3
,,,,Lobby 5,,,,,,,,,,Round_1,9.0,Speed,17.0,4.0,1.0,6.0,4.0,9.0,0.0,9.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 5,,,,,,,,,,Round_1,10.0,HEHEHE,15.0,9.0,1.0,13.0,0.0,12.0,0.0,3.0,3.0,,,,,Preseason_Qualifier_3
,,,,Lobby 5,,,,,,,,,,Round_1,11.0,Triple Cobra,15.0,12.0,1.0,5.0,0.0,3.0,0.0,10.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 5,,,,,,,,,,Round_1,12.0,Freedom,12.0,10.0,0.0,8.0,0.0,10.0,3.0,6.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 5,,,,,,,,,,Round_1,13.0,Elegants,11.0,13.0,0.0,10.0,2.0,13.0,1.0,11.0,3.0,,,,,Preseason_Qualifier_3
,,,,Lobby 6,,,,,,,,,,Round_1,1.0,Pavlova,50.0,2.0,5.0,7.0,0.0,1.0,9.0,5.0,8.0,,,,,Preseason_Qualifier_3
,,,,Lobby 6,,,,,,,,,,Round_1,2.0,BadutCompeCeunah,48.0,4.0,5.0,2.0,10.0,3.0,8.0,10.0,2.0,,,,,Preseason_Qualifier_3
,,,,Lobby 6,,,,,,,,,,Round_1,3.0,RL.Genesis,44.0,1.0,11.0,5.0,7.0,6.0,5.0,9.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 6,,,,,,,,,,Round_1,4.0,Juiced,36.0,12.0,0.0,1.0,7.0,4.0,3.0,6.0,5.0,,,,,Preseason_Qualifier_3
,,,,Lobby 6,,,,,,,,,,Round_1,5.0,Multicultural,33.0,10.0,0.0,8.0,0.0,2.0,8.0,4.0,7.0,,,,,Preseason_Qualifier_3
,,,,Lobby 6,,,,,,,,,,Round_1,6.0,WGGxPK,30.0,5.0,6.0,12.0,1.0,10.0,0.0,1.0,4.0,,,,,Preseason_Qualifier_3
,,,,Lobby 6,,,,,,,,,,Round_1,7.0,DSG,25.0,6.0,6.0,4.0,6.0,5.0,0.0,12.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 6,,,,,,,,,,Round_1,8.0,Lags Fault,16.0,7.0,0.0,3.0,2.0,7.0,0.0,13.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 6,,,,,,,,,,Round_1,9.0,September,14.0,11.0,0.0,10.0,1.0,13.0,0.0,7.0,6.0,,,,,Preseason_Qualifier_3
,,,,Lobby 6,,,,,,,,,,Round_1,10.0,madzJabol,14.0,9.0,0.0,13.0,0.0,9.0,0.0,3.0,2.0,,,,,Preseason_Qualifier_3
,,,,Lobby 6,,,,,,,,,,Round_1,11.0,KINDOG,13.0,3.0,0.0,6.0,1.0,11.0,0.0,11.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 6,,,,,,,,,,Round_1,12.0,Conquerors,13.0,13.0,0.0,9.0,0.0,12.0,0.0,2.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 6,,,,,,,,,,Round_1,13.0,iMG,8.0,8.0,1.0,11.0,0.0,8.0,0.0,8.0,0.0,,,,,Preseason_Qualifier_3
,,,,Lobby 6,,,,,,,,,,Round_1,14.0,MagikPanda,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,,,,,Preseason_Qualifier_3
