Standings,RL.XV,66,66.1,Lobby,GS,59,59.1,O3,79,79.1,TX,72,72.1,Round,Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,P.4,K.4,P.5,K.5,PQL
,,,,Lobby 3,,,,,,,,,,Quarterfinals,7.0,Sunda Gaming,25.0,17.0,3.0,5.0,12.0,11.0,2.0,16.0,3.0,,,,,Preseason_Qualifier_4
,,,,Lobby 3,,,,,,,,,,Quarterfinals,8.0,Sigma Gamers,25.0,20.0,1.0,15.0,0.0,2.0,9.0,9.0,3.0,,,,,Preseason_Qualifier_4
,,,,Lobby 3,,,,,,,,,,Quarterfinals,9.0,RJININ,23.0,8.0,5.0,3.0,5.0,8.0,1.0,11.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 3,,,,,,,,,,Quarterfinals,10.0,Job Seekers,22.0,3.0,5.0,4.0,0.0,18.0,0.0,7.0,2.0,,,,,Preseason_Qualifier_4
,,,,Lobby 3,,,,,,,,,,Quarterfinals,11.0,Antiaa,18.0,11.0,3.0,9.0,0.0,6.0,3.0,5.0,2.0,,,,,Preseason_Qualifier_4
,,,,Lobby 3,,,,,,,,,,Quarterfinals,12.0,ANgun,15.0,9.0,5.0,13.0,3.0,12.0,2.0,15.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 3,,,,,,,,,,Quarterfinals,13.0,BTCxWGG,13.0,12.0,2.0,11.0,3.0,5.0,0.0,10.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 3,,,,,,,,,,Quarterfinals,14.0,60 Hurtz,9.0,18.0,0.0,10.0,2.0,9.0,3.0,19.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 3,,,,,,,,,,Quarterfinals,15.0,RebellioN,9.0,15.0,1.0,19.0,0.0,4.0,1.0,12.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 3,,,,,,,,,,Quarterfinals,16.0,HAM,8.0,5.0,1.0,18.0,0.0,19.0,0.0,8.0,1.0,,,,,Preseason_Qualifier_4
,,,,Lobby 3,,,,,,,,,,Quarterfinals,17.0,Team Shinigami,7.0,16.0,0.0,6.0,0.0,7.0,0.0,14.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 3,,,,,,,,,,Quarterfinals,18.0,Speed,6.0,14.0,0.0,17.0,0.0,13.0,0.0,13.0,3.0,,,,,Preseason_Qualifier_4
,,,,Lobby 3,,,,,,,,,,Quarterfinals,19.0,KINDOG,2.0,13.0,0.0,14.0,0.0,16.0,0.0,17.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 3,,,,,,,,,,Quarterfinals,20.0,Exusiai,0.0,19.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 4,,,,,,,,,,Quarterfinals,1.0,AMG TW,58.0,2.0,19.0,14.0,9.0,12.0,10.0,7.0,6.0,,,,,Preseason_Qualifier_4
,,,,Lobby 4,,,,,,,,,,Quarterfinals,2.0,SNG,47.0,15.0,6.0,4.0,2.0,3.0,6.0,1.0,8.0,,,,,Preseason_Qualifier_4
,,,,Lobby 4,,,,,,,,,,Quarterfinals,3.0,PWLS,40.0,6.0,7.0,1.0,11.0,13.0,1.0,10.0,3.0,,,,,Preseason_Qualifier_4
,,,,Lobby 4,,,,,,,,,,Quarterfinals,4.0,FTW,37.0,1.0,2.0,2.0,4.0,7.0,1.0,4.0,1.0,,,,,Preseason_Qualifier_4
,,,,Lobby 4,,,,,,,,,,Quarterfinals,5.0,EVO BERZ,35.0,4.0,2.0,9.0,7.0,16.0,0.0,2.0,10.0,,,,,Preseason_Qualifier_4
,,,,Lobby 4,,,,,,,,,,Quarterfinals,6.0,StrawberryJam,30.0,16.0,0.0,17.0,0.0,1.0,11.0,8.0,5.0,,,,,Preseason_Qualifier_4
,,,,Lobby 4,,,,,,,,,,Quarterfinals,7.0,OPCxBondowane,29.0,13.0,3.0,3.0,5.0,5.0,4.0,12.0,4.0,,,,,Preseason_Qualifier_4
,,,,Lobby 4,,,,,,,,,,Quarterfinals,8.0,QE.NY,29.0,8.0,0.0,5.0,3.0,2.0,3.0,5.0,4.0,,,,,Preseason_Qualifier_4
,,,,Lobby 4,,,,,,,,,,Quarterfinals,9.0,AUxFF,26.0,3.0,7.0,8.0,3.0,8.0,2.0,14.0,2.0,,,,,Preseason_Qualifier_4
,,,,Lobby 4,,,,,,,,,,Quarterfinals,10.0,South Cartel,21.0,20.0,0.0,19.0,3.0,4.0,8.0,6.0,2.0,,,,,Preseason_Qualifier_4
,,,,Lobby 4,,,,,,,,,,Quarterfinals,11.0,HeadHunters,18.0,7.0,5.0,16.0,0.0,6.0,3.0,15.0,3.0,,,,,Preseason_Qualifier_4
,,,,Lobby 4,,,,,,,,,,Quarterfinals,12.0,Hardstucks,11.0,5.0,6.0,20.0,0.0,20.0,1.0,19.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 4,,,,,,,,,,Quarterfinals,13.0,OGL,11.0,10.0,0.0,18.0,0.0,18.0,0.0,3.0,2.0,,,,,Preseason_Qualifier_4
,,,,Lobby 4,,,,,,,,,,Quarterfinals,14.0,EVOLUTION BLACK,10.0,9.0,0.0,6.0,1.0,19.0,0.0,9.0,2.0,,,,,Preseason_Qualifier_4
,,,,Lobby 4,,,,,,,,,,Quarterfinals,15.0,Freedom,9.0,17.0,0.0,11.0,2.0,9.0,3.0,13.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 4,,,,,,,,,,Quarterfinals,16.0,Team Vicity,9.0,11.0,0.0,7.0,3.0,10.0,0.0,20.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 4,,,,,,,,,,Quarterfinals,17.0,Triple Cobra,6.0,12.0,2.0,13.0,1.0,14.0,0.0,18.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 4,,,,,,,,,,Quarterfinals,18.0,September,5.0,19.0,0.0,12.0,0.0,15.0,0.0,11.0,2.0,,,,,Preseason_Qualifier_4
,,,,Lobby 4,,,,,,,,,,Quarterfinals,19.0,AM Ravens,3.0,14.0,0.0,10.0,0.0,17.0,0.0,16.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 4,,,,,,,,,,Quarterfinals,20.0,Team Mint,2.0,18.0,0.0,15.0,0.0,11.0,0.0,17.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Semifinals,1.0,WGGxPK,67.0,12.0,1.0,1.0,15.0,8.0,3.0,17.0,0.0,15.0,2.0,4.0,25.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Semifinals,2.0,TX,66.0,6.0,7.0,6.0,1.0,16.0,3.0,1.0,15.0,1.0,9.0,15.0,0.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Semifinals,3.0,RL.XV,62.0,1.0,18.0,17.0,4.0,7.0,7.0,4.0,7.0,12.0,4.0,14.0,0.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Semifinals,4.0,DNZ,41.0,7.0,7.0,4.0,3.0,4.0,10.0,19.0,0.0,8.0,2.0,11.0,3.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Semifinals,5.0,LAG,41.0,2.0,3.0,7.0,1.0,3.0,1.0,3.0,1.0,5.0,0.0,5.0,1.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Semifinals,6.0,INF,40.0,14.0,0.0,14.0,0.0,12.0,1.0,11.0,3.0,3.0,9.0,1.0,4.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Semifinals,7.0,IFPD,39.0,17.0,0.0,3.0,8.0,20.0,0.0,6.0,4.0,6.0,1.0,3.0,6.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Semifinals,8.0,HOPE,38.0,5.0,0.0,2.0,7.0,5.0,4.0,16.0,0.0,11.0,5.0,10.0,2.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Semifinals,9.0,PG,37.0,3.0,0.0,5.0,4.0,13.0,3.0,10.0,5.0,4.0,4.0,8.0,0.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Semifinals,10.0,MBTN,36.0,4.0,10.0,18.0,0.0,9.0,0.0,2.0,4.0,10.0,3.0,13.0,0.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Semifinals,11.0,R.Harmony,34.0,19.0,0.0,16.0,1.0,1.0,10.0,12.0,0.0,13.0,0.0,6.0,6.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Semifinals,12.0,WHIZ,34.0,10.0,2.0,10.0,3.0,6.0,3.0,14.0,0.0,2.0,5.0,7.0,1.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Semifinals,13.0,RL.Genesis,23.0,9.0,0.0,8.0,0.0,2.0,4.0,7.0,0.0,9.0,0.0,12.0,0.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Semifinals,14.0,Soosmar slayer,17.0,18.0,0.0,11.0,1.0,10.0,0.0,5.0,4.0,7.0,2.0,16.0,0.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Semifinals,15.0,OC,16.0,8.0,2.0,15.0,0.0,17.0,0.0,9.0,0.0,17.0,0.0,2.0,0.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Semifinals,16.0,RNG,14.0,13.0,0.0,12.0,5.0,11.0,0.0,13.0,0.0,14.0,0.0,9.0,2.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Semifinals,17.0,NMLS,13.0,16.0,0.0,9.0,0.0,15.0,0.0,8.0,8.0,16.0,0.0,17.0,0.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Semifinals,18.0,Hardstuck D4,7.0,11.0,5.0,13.0,0.0,18.0,0.0,18.0,0.0,20.0,0.0,20.0,0.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Semifinals,19.0,Bocah bar bar,6.0,15.0,3.0,19.0,0.0,14.0,0.0,15.0,0.0,18.0,0.0,20.0,0.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Semifinals,20.0,AHO,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Semifinals,1.0,MDY,114.0,15.0,3.0,1.0,21.0,2.0,8.0,1.0,11.0,1.0,12.0,6.0,10.0,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Semifinals,2.0,WAT,88.0,1.0,11.0,6.0,6.0,1.0,4.0,2.0,4.0,10.0,1.0,1.0,12.0,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Semifinals,3.0,AMG TW,70.0,6.0,8.0,3.0,10.0,3.0,21.0,8.0,7.0,17.0,0.0,10.0,3.0,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Semifinals,4.0,Estrell,44.0,3.0,4.0,8.0,1.0,4.0,3.0,11.0,1.0,6.0,2.0,2.0,6.0,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Semifinals,5.0,SNG,41.0,5.0,13.0,14.0,0.0,8.0,0.0,3.0,3.0,8.0,9.0,16.0,0.0,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Semifinals,6.0,PWLS,39.0,16.0,0.0,13.0,3.0,6.0,5.0,7.0,6.0,4.0,1.0,3.0,5.0,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Semifinals,7.0,AU Skyrise,36.0,4.0,1.0,4.0,4.0,7.0,0.0,4.0,7.0,13.0,0.0,8.0,3.0,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Semifinals,8.0,Job Seekers,34.0,7.0,0.0,12.0,0.0,9.0,3.0,5.0,0.0,2.0,11.0,11.0,0.0,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Semifinals,9.0,QE.NY,33.0,2.0,7.0,11.0,0.0,13.0,3.0,6.0,1.0,11.0,0.0,4.0,2.0,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Semifinals,10.0,EVO BERZ,31.0,5.0,13.0,17.0,0.0,15.0,0.0,15.0,4.0,5.0,0.0,7.0,1.0,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Semifinals,11.0,FTW,29.0,8.0,2.0,2.0,3.0,5.0,2.0,16.0,3.0,9.0,1.0,15.0,0.0,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Semifinals,12.0,BOG,25.0,9.0,0.0,5.0,2.0,18.0,0.0,14.0,0.0,3.0,7.0,9.0,0.0,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Semifinals,13.0,StrawberryJam,18.0,13.0,2.0,18.0,0.0,12.0,1.0,12.0,1.0,18.0,0.0,5.0,7.0,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Semifinals,14.0,South Cartel,15.0,14.0,1.0,16.0,0.0,17.0,0.0,13.0,0.0,7.0,5.0,14.0,3.0,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Semifinals,15.0,RJININ,14.0,11.0,2.0,9.0,0.0,10.0,0.0,9.0,3.0,14.0,0.0,13.0,0.0,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Semifinals,16.0,DNT,13.0,19.0,0.0,7.0,3.0,14.0,1.0,19.0,1.0,16.0,3.0,18.0,1.0,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Semifinals,17.0,Sigma Gamers,6.0,17.0,0.0,10.0,0.0,16.0,0.0,10.0,0.0,12.0,0.0,12.0,0.0,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Semifinals,18.0,Sunda Gaming,5.0,18.0,0.0,15.0,0.0,11.0,3.0,17.0,0.0,19.0,0.0,19.0,0.0,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Semifinals,19.0,AUxFF,5.0,10.0,0.0,19.0,0.0,19.0,0.0,18.0,0.0,15.0,2.0,17.0,0.0,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Semifinals,20.0,OPCxBondowane,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Finals,1.0,WGGxPK,72.0,4.0,7.0,1.0,10.0,18.0,0.0,6.0,8.0,3.0,3.0,1.0,5.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Finals,2.0,MDY,58.0,1.0,6.0,7.0,6.0,2.0,9.0,14.0,1.0,8.0,4.0,11.0,4.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Finals,3.0,WAT,50.0,7.0,3.0,18.0,1.0,6.0,3.0,5.0,6.0,1.0,9.0,15.0,5.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Finals,4.0,AMG TW,50.0,3.0,11.0,11.0,6.0,5.0,8.0,16.0,0.0,10.0,6.0,7.0,2.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Finals,5.0,PG,47.0,8.0,4.0,2.0,7.0,4.0,1.0,7.0,5.0,11.0,0.0,4.0,5.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Finals,6.0,SNG,43.0,10.0,2.0,12.0,0.0,3.0,6.0,10.0,1.0,13.0,3.0,2.0,9.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Finals,7.0,DNZ,42.0,18.0,2.0,20.0,0.0,20.0,0.0,1.0,11.0,5.0,11.0,18.0,2.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Finals,8.0,TX,41.0,2.0,5.0,9.0,2.0,17.0,0.0,17.0,0.0,16.0,3.0,3.0,13.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Finals,9.0,Estrell,36.0,20.0,0.0,3.0,3.0,14.0,3.0,3.0,2.0,2.0,0.0,5.0,0.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Finals,10.0,PWLS,32.0,19.0,1.0,13.0,7.0,1.0,11.0,19.0,0.0,20.0,0.0,20.0,0.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Finals,11.0,RL.XV,31.0,5.0,2.0,15.0,0.0,16.0,4.0,9.0,1.0,6.0,8.0,9.0,4.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Finals,12.0,HOPE,29.0,6.0,5.0,5.0,0.0,10.0,3.0,11.0,4.0,14.0,4.0,8.0,0.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Finals,13.0,Job Seekers,28.0,11.0,0.0,19.0,0.0,9.0,2.0,2.0,5.0,4.0,4.0,16.0,0.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Finals,14.0,MBTN,22.0,12.0,3.0,10.0,0.0,15.0,0.0,4.0,9.0,17.0,0.0,14.0,0.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Finals,15.0,INF,22.0,9.0,2.0,4.0,6.0,11.0,0.0,13.0,2.0,9.0,0.0,13.0,0.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Finals,16.0,QE.NY,21.0,13.0,2.0,6.0,1.0,8.0,1.0,12.0,1.0,7.0,2.0,12.0,3.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Finals,17.0,AU Skyrise,14.0,14.0,0.0,8.0,2.0,12.0,4.0,8.0,2.0,18.0,0.0,19.0,0.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Finals,18.0,IFPD,12.0,16.0,0.0,14.0,3.0,7.0,3.0,15.0,0.0,15.0,0.0,17.0,0.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Finals,19.0,EVO BERZ,6.0,15.0,1.0,16.0,0.0,13.0,0.0,20.0,0.0,19.0,0.0,10.0,1.0,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Finals,20.0,LAG,5.0,17.0,0.0,17.0,0.0,19.0,0.0,18.0,0.0,12.0,0.0,6.0,1.0,Preseason_Qualifier_4
