Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,Unnamed: 0,P.4,K.4,P.5,K.5,PQL
9.0,21cm,18,13,0,12,0,2,1,6,3,Lobby 7,Round_1,,,,,,Preseason_Qualifier_4
10.0,DoubleStuffdOreo,17,11,1,7,0,12,1,2,1,Lobby 7,Round_1,,,,,,Preseason_Qualifier_4
11.0,Amaterasu,12,10,1,8,1,8,3,13,0,Lobby 7,Round_1,,,,,,Preseason_Qualifier_4
12.0,SVR,10,12,0,13,0,3,0,14,0,Lobby 7,Round_1,,,,,,Preseason_Qualifier_4
13.0,ODO,8,14,0,14,0,6,1,9,0,Lobby 7,Round_1,,,,,,Preseason_Qualifier_4
14.0,Quietscheentchen,6,7,0,11,0,11,0,12,0,Lobby 7,Round_1,,,,,,Preseason_Qualifier_4
1.0,AAS,60,1,16,3,6,5,1,7,11,Lobby 8,Round_1,,,,,,Preseason_Qualifier_4
2.0,Sheriffs,45,6,3,1,11,10,3,4,6,Lobby 8,Round_1,,,,,,Preseason_Qualifier_4
3.0,KYKLOS,41,3,3,5,3,1,9,11,2,Lobby 8,Round_1,,,,,,Preseason_Qualifier_4
4.0,Xc,36,2,4,9,4,3,8,8,0,Lobby 8,Round_1,,,,,,Preseason_Qualifier_4
5.0,FC,35,8,3,8,2,4,0,1,9,Lobby 8,Round_1,,,,,,Preseason_Qualifier_4
6.0,Oilers,24,9,6,6,2,9,1,3,1,Lobby 8,Round_1,,,,,,Preseason_Qualifier_4
7.0,Royal Mooses,23,4,0,2,2,8,3,9,0,Lobby 8,Round_1,,,,,,Preseason_Qualifier_4
8.0,weeboys,20,5,0,4,3,11,3,12,3,Lobby 8,Round_1,,,,,,Preseason_Qualifier_4
9.0,Kissyourhomies,20,11,0,7,3,12,0,2,3,Lobby 8,Round_1,,,,,,Preseason_Qualifier_4
10.0,PepeGurls,16,13,0,12,0,6,6,5,1,Lobby 8,Round_1,,,,,,Preseason_Qualifier_4
11.0,Casuals4Fun,16,10,0,10,0,2,0,6,0,Lobby 8,Round_1,,,,,,Preseason_Qualifier_4
12.0,NRF-Gaming,7,7,0,11,0,13,0,10,0,Lobby 8,Round_1,,,,,,Preseason_Qualifier_4
13.0,Scorpions,6,12,0,13,0,7,0,13,0,Lobby 8,Round_1,,,,,,Preseason_Qualifier_4
14.0,Nooobix,0,20,0,20,0,20,0,20,0,Lobby 8,Round_1,,,,,,Preseason_Qualifier_4
1.0,TD,58,4,9,7,3,1,13,3,6,Lobby 9,Round_1,,,,,,Preseason_Qualifier_4
2.0,60fps,48,1,3,1,10,3,3,13,0,Lobby 9,Round_1,,,,,,Preseason_Qualifier_4
3.0,NoWayFzB,43,3,2,4,0,7,3,1,11,Lobby 9,Round_1,,,,,,Preseason_Qualifier_4
4.0,PKS,38,2,13,2,1,8,2,10,0,Lobby 9,Round_1,,,,,,Preseason_Qualifier_4
5.0,Cr4zyyy,35,8,2,5,6,2,7,8,3,Lobby 9,Round_1,,,,,,Preseason_Qualifier_4
6.0,RAT,35,11,0,6,3,5,3,2,12,Lobby 9,Round_1,,,,,,Preseason_Qualifier_4
7.0,TRIHARD,21,12,0,3,6,11,0,5,2,Lobby 9,Round_1,,,,,,Preseason_Qualifier_4
8.0,thicc men,16,10,1,12,3,12,2,7,3,Lobby 9,Round_1,,,,,,Preseason_Qualifier_4
9.0,JIGSAW,14,7,0,11,0,4,0,4,0,Lobby 9,Round_1,,,,,,Preseason_Qualifier_4
10.0,DSI,11,5,4,13,0,13,0,11,0,Lobby 9,Round_1,,,,,,Preseason_Qualifier_4
11.0,SHT,11,9,0,8,2,9,0,6,0,Lobby 9,Round_1,,,,,,Preseason_Qualifier_4
12.0,Elusive Devils,11,6,0,10,0,6,1,9,0,Lobby 9,Round_1,,,,,,Preseason_Qualifier_4
13.0,Diablos,7,13,0,9,1,10,0,12,0,Lobby 9,Round_1,,,,,,Preseason_Qualifier_4
1.0,CLN,72,1,23,8,8,2,7,3,4,Lobby 1,Round_2,,,,,,Preseason_Qualifier_4
2.0,SYND,54,7,4,15,0,1,9,1,13,Lobby 1,Round_2,,,,,,Preseason_Qualifier_4
3.0,MOB INT,49,10,1,1,16,3,11,16,0,Lobby 1,Round_2,,,,,,Preseason_Qualifier_4
4.0,plei,40,3,5,16,0,4,9,6,11,Lobby 1,Round_2,,,,,,Preseason_Qualifier_4
5.0,Sand Whales,33,6,1,2,4,15,0,2,6,Lobby 1,Round_2,,,,,,Preseason_Qualifier_4
6.0,PRSTS,28,11,5,4,4,14,0,8,10,Lobby 1,Round_2,,,,,,Preseason_Qualifier_4
7.0,Kamisato,25,9,0,9,5,11,5,4,5,Lobby 1,Round_2,,,,,,Preseason_Qualifier_4
8.0,EFG Team,24,2,4,12,0,8,4,7,1,Lobby 1,Round_2,,,,,,Preseason_Qualifier_4
9.0,CRAZYx3,23,17,0,6,9,10,6,10,1,Lobby 1,Round_2,,,,,,Preseason_Qualifier_4
10.0,HKE,19,5,3,3,4,18,0,11,0,Lobby 1,Round_2,,,,,,Preseason_Qualifier_4
11.0,Ugur Abi,16,12,0,5,2,5,0,5,1,Lobby 1,Round_2,,,,,,Preseason_Qualifier_4
12.0,ETB,14,14,3,19,0,16,3,9,5,Lobby 1,Round_2,,,,,,Preseason_Qualifier_4
13.0,Convergent,12,4,4,13,0,12,0,13,0,Lobby 1,Round_2,,,,,,Preseason_Qualifier_4
14.0,7Hologram,11,13,0,10,0,7,3,19,2,Lobby 1,Round_2,,,,,,Preseason_Qualifier_4
15.0,NPS,7,20,0,7,4,17,0,20,0,Lobby 1,Round_2,,,,,,Preseason_Qualifier_4
16.0,FriendsofBoomers,6,8,1,14,0,13,0,12,0,Lobby 1,Round_2,,,,,,Preseason_Qualifier_4
17.0,ARIS,4,18,0,17,0,6,1,17,0,Lobby 1,Round_2,,,,,,Preseason_Qualifier_4
18.0,SquidSquad,4,15,0,18,0,9,0,14,0,Lobby 1,Round_2,,,,,,Preseason_Qualifier_4
19.0,TRIADA,2,19,0,11,1,20,0,18,0,Lobby 1,Round_2,,,,,,Preseason_Qualifier_4
20.0,GwentPlayer,1,16,0,20,0,19,0,15,0,Lobby 1,Round_2,,,,,,Preseason_Qualifier_4
1.0,NMS,73,6,8,11,6,1,23,2,11,Lobby 2,Round_2,,,,,,Preseason_Qualifier_4
2.0,WLS,51,2,12,6,7,2,7,11,3,Lobby 2,Round_2,,,,,,Preseason_Qualifier_4
3.0,DM,43,3,3,7,6,8,8,6,11,Lobby 2,Round_2,,,,,,Preseason_Qualifier_4
4.0,Young Squad,42,10,3,2,13,12,7,7,4,Lobby 2,Round_2,,,,,,Preseason_Qualifier_4
5.0,PXL,42,1,9,3,2,4,3,9,2,Lobby 2,Round_2,,,,,,Preseason_Qualifier_4
6.0,WICKED,31,4,2,14,0,9,0,1,9,Lobby 2,Round_2,,,,,,Preseason_Qualifier_4
7.0,NXB,26,16,0,1,7,6,1,8,1,Lobby 2,Round_2,,,,,,Preseason_Qualifier_4
8.0,1515,20,5,3,9,0,5,1,4,1,Lobby 2,Round_2,,,,,,Preseason_Qualifier_4
9.0,HLDC,19,9,1,5,4,7,1,14,3,Lobby 2,Round_2,,,,,,Preseason_Qualifier_4
10.0,PDPivas,17,7,1,15,0,3,1,5,0,Lobby 2,Round_2,,,,,,Preseason_Qualifier_4
11.0,Reakless,16,8,6,17,0,13,0,3,0,Lobby 2,Round_2,,,,,,Preseason_Qualifier_4
12.0,MSF,14,14,2,4,3,14,0,10,0,Lobby 2,Round_2,,,,,,Preseason_Qualifier_4
13.0,Fluffy Bunnies,12,11,1,8,3,11,0,13,3,Lobby 2,Round_2,,,,,,Preseason_Qualifier_4
14.0,GOD7,6,17,0,12,3,10,0,17,0,Lobby 2,Round_2,,,,,,Preseason_Qualifier_4
15.0,Skill Gap,3,15,0,16,0,17,0,12,1,Lobby 2,Round_2,,,,,,Preseason_Qualifier_4
16.0,Moin Myster,3,12,0,13,0,18,0,15,0,Lobby 2,Round_2,,,,,,Preseason_Qualifier_4
17.0,Velocity,3,13,0,10,0,20,0,20,0,Lobby 2,Round_2,,,,,,Preseason_Qualifier_4
18.0,FOB,1,19,0,19,0,15,0,18,0,Lobby 2,Round_2,,,,,,Preseason_Qualifier_4
19.0,OG,0,20,0,20,0,20,0,20,0,Lobby 2,Round_2,,,,,,Preseason_Qualifier_4
20.0,Ween Gang,0,18,0,18,0,16,0,16,0,Lobby 2,Round_2,,,,,,Preseason_Qualifier_4
1.0,ZAB,64,2,10,1,10,5,4,3,8,Lobby 3,Round_2,,,,,,Preseason_Qualifier_4
2.0,AP,44,1,13,5,5,11,4,6,2,Lobby 3,Round_2,,,,,,Preseason_Qualifier_4
3.0,OG,37,6,7,6,8,4,5,8,4,Lobby 3,Round_2,,,,,,Preseason_Qualifier_4
4.0,SLAP,36,5,1,2,11,10,5,13,3,Lobby 3,Round_2,,,,,,Preseason_Qualifier_4
5.0,Ryze Empire EU,35,18,0,4,8,3,6,4,4,Lobby 3,Round_2,,,,,,Preseason_Qualifier_4
6.0,SAC,34,11,7,10,4,12,4,2,6,Lobby 3,Round_2,,,,,,Preseason_Qualifier_4
7.0,LEGION,33,4,6,8,1,6,5,5,7,Lobby 3,Round_2,,,,,,Preseason_Qualifier_4
8.0,3turrets1brain,29,3,3,16,0,7,3,1,1,Lobby 3,Round_2,,,,,,Preseason_Qualifier_4
9.0,Chiefs,26,8,5,3,8,14,3,18,0,Lobby 3,Round_2,,,,,,Preseason_Qualifier_4
10.0,BFG,24,16,0,14,0,1,9,9,0,Lobby 3,Round_2,,,,,,Preseason_Qualifier_4
11.0,Red Riot,23,13,2,20,0,2,2,7,6,Lobby 3,Round_2,,,,,,Preseason_Qualifier_4
12.0,Chupiki,14,12,3,7,0,8,4,12,0,Lobby 3,Round_2,,,,,,Preseason_Qualifier_4
13.0,Phoenix,12,14,0,9,1,18,0,11,7,Lobby 3,Round_2,,,,,,Preseason_Qualifier_4
14.0,Abysse,9,7,2,11,0,16,0,16,3,Lobby 3,Round_2,,,,,,Preseason_Qualifier_4
15.0,Aesir,5,10,2,13,0,20,0,20,0,Lobby 3,Round_2,,,,,,Preseason_Qualifier_4
16.0,Ghoul-punk,5,9,1,12,0,17,0,14,0,Lobby 3,Round_2,,,,,,Preseason_Qualifier_4
17.0,Razaniro,5,15,0,18,0,9,1,15,0,Lobby 3,Round_2,,,,,,Preseason_Qualifier_4
18.0,Wisps,4,20,0,20,0,19,1,17,3,Lobby 3,Round_2,,,,,,Preseason_Qualifier_4
19.0,Carnage,3,17,0,17,0,13,0,10,0,Lobby 3,Round_2,,,,,,Preseason_Qualifier_4
20.0,Lagom,1,19,0,19,0,15,0,19,0,Lobby 3,Round_2,,,,,,Preseason_Qualifier_4
1.0,AAS,93,1,16,1,20,1,10,9,9,Lobby 4,Round_2,,,,,,Preseason_Qualifier_4
2.0,TREX,39,2,6,5,7,6,6,12,3,Lobby 4,Round_2,,,,,,Preseason_Qualifier_4
3.0,Kissyourhomies,35,5,7,14,0,5,5,3,7,Lobby 4,Round_2,,,,,,Preseason_Qualifier_4
4.0,weeboys,32,3,5,8,1,12,0,1,4,Lobby 4,Round_2,,,,,,Preseason_Qualifier_4
5.0,FV,31,11,3,6,7,20,0,2,8,Lobby 4,Round_2,,,,,,Preseason_Qualifier_4
6.0,Sheriffs,31,15,2,3,5,3,8,15,0,Lobby 4,Round_2,,,,,,Preseason_Qualifier_4
7.0,DynamiX,23,13,1,2,6,17,0,14,5,Lobby 4,Round_2,,,,,,Preseason_Qualifier_4
8.0,21cm,23,7,1,9,1,4,2,10,7,Lobby 4,Round_2,,,,,,Preseason_Qualifier_4
9.0,6bnt,22,8,5,17,3,11,5,7,3,Lobby 4,Round_2,,,,,,Preseason_Qualifier_4
10.0,FC,22,6,1,20,0,2,7,8,0,Lobby 4,Round_2,,,,,,Preseason_Qualifier_4
11.0,Xc,15,17,0,10,0,10,0,5,7,Lobby 4,Round_2,,,,,,Preseason_Qualifier_4
12.0,KYKLOS,12,16,2,15,0,9,2,6,2,Lobby 4,Round_2,,,,,,Preseason_Qualifier_4
13.0,Royal Mooses,12,18,0,7,0,8,2,4,0,Lobby 4,Round_2,,,,,,Preseason_Qualifier_4
14.0,PepeGurls,11,12,0,4,5,19,0,20,0,Lobby 4,Round_2,,,,,,Preseason_Qualifier_4
15.0,DoubleStuffdOreo,10,4,2,13,0,15,0,13,0,Lobby 4,Round_2,,,,,,Preseason_Qualifier_4
16.0,Oilers,9,10,1,18,0,16,3,18,3,Lobby 4,Round_2,,,,,,Preseason_Qualifier_4
17.0,ExplosionFusion,7,14,1,12,0,13,3,19,0,Lobby 4,Round_2,,,,,,Preseason_Qualifier_4
18.0,Wheres My Team,6,20,1,11,0,7,0,16,1,Lobby 4,Round_2,,,,,,Preseason_Qualifier_4
19.0,itsheazyKuwaSevn,4,9,1,16,0,18,0,11,0,Lobby 4,Round_2,,,,,,Preseason_Qualifier_4
20.0,Daburisu Nika,2,19,0,19,1,14,0,17,0,Lobby 4,Round_2,,,,,,Preseason_Qualifier_4
1.0,BGR,98,2,14,1,14,1,9,1,16,Lobby 5,Round_2,,,,,,Preseason_Qualifier_4
2.0,TD,47,16,4,4,8,6,12,2,6,Lobby 5,Round_2,,,,,,Preseason_Qualifier_4
3.0,BCG,45,5,7,2,10,5,6,10,3,Lobby 5,Round_2,,,,,,Preseason_Qualifier_4
4.0,RAT,34,17,4,9,6,4,8,7,6,Lobby 5,Round_2,,,,,,Preseason_Qualifier_4
5.0,Dababy,32,14,5,3,5,16,3,3,4,Lobby 5,Round_2,,,,,,Preseason_Qualifier_4
6.0,TRIHARD,28,3,3,16,0,2,7,16,2,Lobby 5,Round_2,,,,,,Preseason_Qualifier_4
7.0,SHEESH,23,18,0,8,1,3,4,5,5,Lobby 5,Round_2,,,,,,Preseason_Qualifier_4
8.0,60fps,16,11,1,5,1,7,1,4,0,Lobby 5,Round_2,,,,,,Preseason_Qualifier_4
9.0,ANTG,15,8,1,10,2,17,3,6,2,Lobby 5,Round_2,,,,,,Preseason_Qualifier_4
10.0,Južni Vetar Gas,15,4,1,6,2,10,1,12,0,Lobby 5,Round_2,,,,,,Preseason_Qualifier_4
11.0,thicc men,12,7,2,11,2,13,1,9,0,Lobby 5,Round_2,,,,,,Preseason_Qualifier_4
12.0,PKS,10,13,0,18,1,11,0,8,5,Lobby 5,Round_2,,,,,,Preseason_Qualifier_4
13.0,Duck Goes Quack,7,9,0,12,2,12,0,13,0,Lobby 5,Round_2,,,,,,Preseason_Qualifier_4
14.0,ConsoleGamers,6,10,0,15,1,18,1,18,1,Lobby 5,Round_2,,,,,,Preseason_Qualifier_4
15.0,JIGSAW,6,6,0,19,0,8,0,14,0,Lobby 5,Round_2,,,,,,Preseason_Qualifier_4
16.0,Senbonzakura,5,15,0,7,0,20,0,20,1,Lobby 5,Round_2,,,,,,Preseason_Qualifier_4
17.0,d/effective,4,19,0,20,0,9,0,11,1,Lobby 5,Round_2,,,,,,Preseason_Qualifier_4
18.0,DSI,3,12,0,13,1,19,0,19,0,Lobby 5,Round_2,,,,,,Preseason_Qualifier_4
19.0,NoWayFzB,2,20,0,17,1,14,0,17,0,Lobby 5,Round_2,,,,,,Preseason_Qualifier_4
20.0,Cr4zyyy,0,0,0,0,0,0,0,0,0,Lobby 5,Round_2,,,,,,Preseason_Qualifier_4
1.0,USG,72,1,15,7,6,5,16,6,13,Lobby 6,Round_2,,,,,,Preseason_Qualifier_4
2.0,SPPI,44,2,7,3,5,6,4,4,4,Lobby 6,Round_2,,,,,,Preseason_Qualifier_4
3.0,GOD,43,6,6,1,15,11,5,13,0,Lobby 6,Round_2,,,,,,Preseason_Qualifier_4
4.0,Weebs Out,40,15,4,14,2,1,16,17,4,Lobby 6,Round_2,,,,,,Preseason_Qualifier_4
5.0,Mat For Victory,34,3,10,4,5,9,1,11,3,Lobby 6,Round_2,,,,,,Preseason_Qualifier_4
6.0,CHOC,31,5,1,2,2,3,0,3,1,Lobby 6,Round_2,,,,,,Preseason_Qualifier_4
7.0,DIVE,29,16,6,6,7,15,3,5,5,Lobby 6,Round_2,,,,,,Preseason_Qualifier_4
8.0,Explosion,26,10,0,11,0,7,2,1,6,Lobby 6,Round_2,,,,,,Preseason_Qualifier_4
9.0,Justthreeplayers,24,13,0,12,0,2,7,9,4,Lobby 6,Round_2,,,,,,Preseason_Qualifier_4
10.0,Nuclear Apes,24,7,3,13,1,4,0,2,2,Lobby 6,Round_2,,,,,,Preseason_Qualifier_4
11.0,CHI,20,19,0,10,8,16,0,7,7,Lobby 6,Round_2,,,,,,Preseason_Qualifier_4
12.0,Oui,17,4,5,8,3,12,0,14,0,Lobby 6,Round_2,,,,,,Preseason_Qualifier_4
13.0,Nobody,10,17,1,5,0,13,0,10,2,Lobby 6,Round_2,,,,,,Preseason_Qualifier_4
14.0,4eSport,8,14,0,16,0,8,0,8,3,Lobby 6,Round_2,,,,,,Preseason_Qualifier_4
15.0,Sapere Aude,8,9,0,9,1,10,0,15,0,Lobby 6,Round_2,,,,,,Preseason_Qualifier_4
16.0,LPm,6,12,4,19,0,19,0,19,1,Lobby 6,Round_2,,,,,,Preseason_Qualifier_4
17.0,Tania & Friends,4,18,0,15,0,14,1,12,0,Lobby 6,Round_2,,,,,,Preseason_Qualifier_4
18.0,onetap,3,8,0,17,1,17,0,16,0,Lobby 6,Round_2,,,,,,Preseason_Qualifier_4
19.0,Disturbed Saints,1,11,0,18,0,18,0,18,0,Lobby 6,Round_2,,,,,,Preseason_Qualifier_4
20.0,FloWenZ Esports,0,20,0,20,0,20,0,20,0,Lobby 6,Round_2,,,,,,Preseason_Qualifier_4
1.0,Arigato 4 pts,56,19,0,2,13,4,6,2,14,Lobby 7,Round_2,,,,,,Preseason_Qualifier_4
2.0,Undertaker,53,3,10,4,1,1,15,14,2,Lobby 7,Round_2,,,,,,Preseason_Qualifier_4
3.0,DI,43,1,16,8,5,9,0,8,4,Lobby 7,Round_2,,,,,,Preseason_Qualifier_4
4.0,SCTA,39,4,7,3,1,16,0,1,7,Lobby 7,Round_2,,,,,,Preseason_Qualifier_4
5.0,ILL,38,15,2,1,15,5,0,7,1,Lobby 7,Round_2,,,,,,Preseason_Qualifier_4
6.0,UWU,36,7,4,6,8,2,9,16,0,Lobby 7,Round_2,,,,,,Preseason_Qualifier_4
7.0,Team KST,24,2,3,11,3,18,3,5,1,Lobby 7,Round_2,,,,,,Preseason_Qualifier_4
8.0,Lunar,22,14,2,7,0,3,6,9,1,Lobby 7,Round_2,,,,,,Preseason_Qualifier_4
9.0,UTFT,21,16,0,10,5,8,3,4,4,Lobby 7,Round_2,,,,,,Preseason_Qualifier_4
10.0,STUGOTS,19,11,1,5,1,10,3,6,4,Lobby 7,Round_2,,,,,,Preseason_Qualifier_4
11.0,Team CAP,15,5,3,17,2,7,0,11,2,Lobby 7,Round_2,,,,,,Preseason_Qualifier_4
12.0,LaFay,13,6,1,12,0,12,0,13,6,Lobby 7,Round_2,,,,,,Preseason_Qualifier_4
13.0,Uchinix,10,20,0,15,0,6,6,18,0,Lobby 7,Round_2,,,,,,Preseason_Qualifier_4
14.0,iEnvy,10,13,0,13,0,20,0,3,1,Lobby 7,Round_2,,,,,,Preseason_Qualifier_4
15.0,GPS GAMING,8,10,1,19,0,17,0,10,3,Lobby 7,Round_2,,,,,,Preseason_Qualifier_4
16.0,Slow,8,8,0,16,0,15,1,12,3,Lobby 7,Round_2,,,,,,Preseason_Qualifier_4
17.0,cr33p w4ve,8,12,0,14,1,13,2,15,1,Lobby 7,Round_2,,,,,,Preseason_Qualifier_4
18.0,Excellent Era,4,18,0,9,2,19,0,19,0,Lobby 7,Round_2,,,,,,Preseason_Qualifier_4
19.0,MF,3,17,0,18,1,14,1,20,0,Lobby 7,Round_2,,,,,,Preseason_Qualifier_4
20.0,THE GHOST KILLER,3,9,0,20,0,11,0,17,0,Lobby 7,Round_2,,,,,,Preseason_Qualifier_4
1.0,ETH,52,1,7,3,7,3,6,5,2,Lobby 8,Round_2,,,,,,Preseason_Qualifier_4
2.0,SMS,45,5,3,7,0,2,3,1,11,Lobby 8,Round_2,,,,,,Preseason_Qualifier_4
3.0,Boydem,39,6,2,4,12,12,0,2,7,Lobby 8,Round_2,,,,,,Preseason_Qualifier_4
4.0,SCBS,38,3,17,12,2,11,10,18,0,Lobby 8,Round_2,,,,,,Preseason_Qualifier_4
5.0,NoFear,38,14,0,14,0,4,13,3,11,Lobby 8,Round_2,,,,,,Preseason_Qualifier_4
6.0,3 Jabronies,29,18,1,8,2,1,6,7,3,Lobby 8,Round_2,,,,,,Preseason_Qualifier_4
7.0,Moanerz EU,25,8,6,11,3,8,3,4,3,Lobby 8,Round_2,,,,,,Preseason_Qualifier_4
8.0,Simply_E_Sports,22,11,1,1,6,9,0,19,0,Lobby 8,Round_2,,,,,,Preseason_Qualifier_4
9.0,Arise eSport 2,22,10,0,2,6,7,1,12,0,Lobby 8,Round_2,,,,,,Preseason_Qualifier_4
10.0,3FR,20,2,8,16,0,10,0,15,0,Lobby 8,Round_2,,,,,,Preseason_Qualifier_4
11.0,Exalty,19,19,0,9,5,6,3,6,3,Lobby 8,Round_2,,,,,,Preseason_Qualifier_4
12.0,Whiff Tang,17,16,3,19,0,5,6,14,3,Lobby 8,Round_2,,,,,,Preseason_Qualifier_4
13.0,thr33 stack,15,7,0,6,3,16,0,9,4,Lobby 8,Round_2,,,,,,Preseason_Qualifier_4
14.0,Minor Keepers,12,4,0,10,4,14,0,16,0,Lobby 8,Round_2,,,,,,Preseason_Qualifier_4
15.0,NonAIMERS,9,13,2,18,0,15,2,11,2,Lobby 8,Round_2,,,,,,Preseason_Qualifier_4
16.0,Wazki's Willies,8,15,0,5,1,18,0,10,0,Lobby 8,Round_2,,,,,,Preseason_Qualifier_4
17.0,Crying our best,7,12,1,17,0,13,0,13,3,Lobby 8,Round_2,,,,,,Preseason_Qualifier_4
18.0,Kvasna,7,9,1,13,0,17,0,8,1,Lobby 8,Round_2,,,,,,Preseason_Qualifier_4
19.0,25,4,17,0,15,3,19,0,17,0,Lobby 8,Round_2,,,,,,Preseason_Qualifier_4
20.0,qoud vera Genus,0,20,0,20,0,20,0,20,0,Lobby 8,Round_2,,,,,,Preseason_Qualifier_4
1.0,HKE,55,10,4,1,8,5,6,1,7,Lobby 1,Quarterfinals,,,,,,Preseason_Qualifier_4
2.0,CRAZYx3,51,1,13,8,3,7,2,3,9,Lobby 1,Quarterfinals,,,,,,Preseason_Qualifier_4
3.0,Kamisato,36,3,10,20,0,3,9,12,2,Lobby 1,Quarterfinals,,,,,,Preseason_Qualifier_4
4.0,plei,33,13,1,4,5,2,3,4,4,Lobby 1,Quarterfinals,,,,,,Preseason_Qualifier_4
5.0,NMS,30,8,0,5,11,4,8,18,0,Lobby 1,Quarterfinals,,,,,,Preseason_Qualifier_4
6.0,NXB,28,20,0,2,5,16,0,2,5,Lobby 1,Quarterfinals,,,,,,Preseason_Qualifier_4
7.0,CLN,24,16,0,14,0,1,10,11,0,Lobby 1,Quarterfinals,,,,,,Preseason_Qualifier_4
8.0,Sand Whales,22,5,2,18,2,6,3,14,7,Lobby 1,Quarterfinals,,,,,,Preseason_Qualifier_4
9.0,DM,22,2,1,16,0,13,3,13,7,Lobby 1,Quarterfinals,,,,,,Preseason_Qualifier_4
10.0,Young Squad,19,6,3,3,4,11,1,20,0,Lobby 1,Quarterfinals,,,,,,Preseason_Qualifier_4
11.0,HLDC,18,7,4,7,4,8,0,17,2,Lobby 1,Quarterfinals,,,,,,Preseason_Qualifier_4
12.0,EFG Team,17,11,5,11,4,12,0,7,2,Lobby 1,Quarterfinals,,,,,,Preseason_Qualifier_4
13.0,WICKED,14,15,0,10,1,10,2,6,3,Lobby 1,Quarterfinals,,,,,,Preseason_Qualifier_4
14.0,WLS,13,14,2,15,3,14,0,10,3,Lobby 1,Quarterfinals,,,,,,Preseason_Qualifier_4
15.0,PXL,13,9,2,17,0,9,5,9,0,Lobby 1,Quarterfinals,,,,,,Preseason_Qualifier_4
16.0,SYND,12,4,5,12,0,15,0,19,0,Lobby 1,Quarterfinals,,,,,,Preseason_Qualifier_4
17.0,PDPivas,11,12,2,6,2,20,0,8,1,Lobby 1,Quarterfinals,,,,,,Preseason_Qualifier_4
18.0,PRSTS,9,17,0,19,0,18,3,15,5,Lobby 1,Quarterfinals,,,,,,Preseason_Qualifier_4
19.0,1515,9,19,0,9,2,17,0,5,1,Lobby 1,Quarterfinals,,,,,,Preseason_Qualifier_4
20.0,MOB INT,4,18,0,13,2,19,1,16,0,Lobby 1,Quarterfinals,,,,,,Preseason_Qualifier_4
1.0,TREX,74,7,6,1,14,7,8,1,16,Lobby 2,Quarterfinals,,,,,,Preseason_Qualifier_4
2.0,AAS,60,1,18,9,1,4,12,10,8,Lobby 2,Quarterfinals,,,,,,Preseason_Qualifier_4
3.0,OG,46,2,0,10,12,5,4,2,6,Lobby 2,Quarterfinals,,,,,,Preseason_Qualifier_4
4.0,SAC,34,9,5,3,4,2,4,16,3,Lobby 2,Quarterfinals,,,,,,Preseason_Qualifier_4
5.0,FV,28,18,0,13,3,1,11,14,0,Lobby 2,Quarterfinals,,,,,,Preseason_Qualifier_4
6.0,FC,27,4,6,14,0,15,0,3,7,Lobby 2,Quarterfinals,,,,,,Preseason_Qualifier_4
7.0,6bnt,23,11,4,18,1,9,4,4,6,Lobby 2,Quarterfinals,,,,,,Preseason_Qualifier_4
8.0,AP,22,3,6,6,0,12,1,9,2,Lobby 2,Quarterfinals,,,,,,Preseason_Qualifier_4
9.0,SLAP,15,13,5,12,5,14,0,8,0,Lobby 2,Quarterfinals,,,,,,Preseason_Qualifier_4
10.0,BFG,15,16,3,15,0,8,2,7,4,Lobby 2,Quarterfinals,,,,,,Preseason_Qualifier_4
11.0,3turrets1brain,15,15,0,4,5,16,0,5,0,Lobby 2,Quarterfinals,,,,,,Preseason_Qualifier_4
12.0,weeboys,15,15,0,7,3,3,0,13,0,Lobby 2,Quarterfinals,,,,,,Preseason_Qualifier_4
13.0,LGN,12,12,0,5,5,18,1,17,1,Lobby 2,Quarterfinals,,,,,,Preseason_Qualifier_4
14.0,ZAB,12,10,2,8,2,11,2,15,0,Lobby 2,Quarterfinals,,,,,,Preseason_Qualifier_4
15.0,Sheriffs,12,6,0,2,0,19,0,19,0,Lobby 2,Quarterfinals,,,,,,Preseason_Qualifier_4
16.0,21cm,11,20,0,11,2,13,6,11,0,Lobby 2,Quarterfinals,,,,,,Preseason_Qualifier_4
17.0,Kissyourhomies,10,8,3,16,0,17,0,6,2,Lobby 2,Quarterfinals,,,,,,Preseason_Qualifier_4
18.0,Chiefs,10,5,0,19,0,6,2,12,0,Lobby 2,Quarterfinals,,,,,,Preseason_Qualifier_4
19.0,Ryze Empire EU,3,17,1,20,0,10,0,18,0,Lobby 2,Quarterfinals,,,,,,Preseason_Qualifier_4
20.0,DynamiX,0,19,0,17,0,20,0,20,0,Lobby 2,Quarterfinals,,,,,,Preseason_Qualifier_4
1.0,TD,67,8,3,5,5,3,19,1,15,Lobby 3,Quarterfinals,,,,,,Preseason_Qualifier_4
2.0,BCG,55,1,15,13,4,12,6,4,11,Lobby 3,Quarterfinals,,,,,,Preseason_Qualifier_4
3.0,RAT,46,11,3,1,21,10,3,11,3,Lobby 3,Quarterfinals,,,,,,Preseason_Qualifier_4
4.0,USG,43,2,10,4,6,4,5,13,2,Lobby 3,Quarterfinals,,,,,,Preseason_Qualifier_4
5.0,GOD,37,4,7,3,5,13,3,5,5,Lobby 3,Quarterfinals,,,,,,Preseason_Qualifier_4
