Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5,PQL
20.0,Weekend Warriors,0,0,0,0,0,0,0,0,0,Lobby 14,Round_2,,,,,Preseason_Qualifier_4
1.0,Buck Town Squad,0,0,0,0,0,0,0,0,0,Lobby 15,Round_2,,,,,Preseason_Qualifier_4
2.0,Corruption,0,0,0,0,0,0,0,0,0,Lobby 15,Round_2,,,,,Preseason_Qualifier_4
3.0,Corvus (missing),0,0,0,0,0,0,0,0,0,Lobby 15,Round_2,,,,,Preseason_Qualifier_4
4.0,Dino nuggies,0,0,0,0,0,0,0,0,0,Lobby 15,Round_2,,,,,Preseason_Qualifier_4
5.0,Dino nuggiez,0,0,0,0,0,0,0,0,0,Lobby 15,Round_2,,,,,Preseason_Qualifier_4
6.0,Inevitable Gaming,0,0,0,0,0,0,0,0,0,Lobby 15,Round_2,,,,,Preseason_Qualifier_4
7.0,Kraken,0,0,0,0,0,0,0,0,0,Lobby 15,Round_2,,,,,Preseason_Qualifier_4
8.0,LM,0,0,0,0,0,0,0,0,0,Lobby 15,Round_2,,,,,Preseason_Qualifier_4
9.0,LF,0,0,0,0,0,0,0,0,0,Lobby 15,Round_2,,,,,Preseason_Qualifier_4
10.0,Los Crafters,0,0,0,0,0,0,0,0,0,Lobby 15,Round_2,,,,,Preseason_Qualifier_4
11.0,MidRapidGaming,0,0,0,0,0,0,0,0,0,Lobby 15,Round_2,,,,,Preseason_Qualifier_4
12.0,Monke Mode 3B,0,0,0,0,0,0,0,0,0,Lobby 15,Round_2,,,,,Preseason_Qualifier_4
13.0,NadeBadassNation (missing),0,0,0,0,0,0,0,0,0,Lobby 15,Round_2,,,,,Preseason_Qualifier_4
14.0,RDJ,0,0,0,0,0,0,0,0,0,Lobby 15,Round_2,,,,,Preseason_Qualifier_4
15.0,SickerThanYoAvg,0,0,0,0,0,0,0,0,0,Lobby 15,Round_2,,,,,Preseason_Qualifier_4
16.0,Spacelanders,0,0,0,0,0,0,0,0,0,Lobby 15,Round_2,,,,,Preseason_Qualifier_4
17.0,TOAOS GG,0,0,0,0,0,0,0,0,0,Lobby 15,Round_2,,,,,Preseason_Qualifier_4
18.0,Team Empire GT (missing),0,0,0,0,0,0,0,0,0,Lobby 15,Round_2,,,,,Preseason_Qualifier_4
19.0,INF,0,0,0,0,0,0,0,0,0,Lobby 15,Round_2,,,,,Preseason_Qualifier_4
20.0,Hi,0,0,0,0,0,0,0,0,0,Lobby 15,Round_2,,,,,Preseason_Qualifier_4
1.0,Beamer Bros,0,0,0,0,0,0,0,0,0,Lobby 16,Round_2,,,,,Preseason_Qualifier_4
2.0,CPR Certified,0,0,0,0,0,0,0,0,0,Lobby 16,Round_2,,,,,Preseason_Qualifier_4
3.0,Dragons,0,0,0,0,0,0,0,0,0,Lobby 16,Round_2,,,,,Preseason_Qualifier_4
4.0,EMK (missing),0,0,0,0,0,0,0,0,0,Lobby 16,Round_2,,,,,Preseason_Qualifier_4
5.0,Exoterran Y,0,0,0,0,0,0,0,0,0,Lobby 16,Round_2,,,,,Preseason_Qualifier_4
6.0,Ignition Team,0,0,0,0,0,0,0,0,0,Lobby 16,Round_2,,,,,Preseason_Qualifier_4
7.0,Insane Xboxsers,0,0,0,0,0,0,0,0,0,Lobby 16,Round_2,,,,,Preseason_Qualifier_4
8.0,K1NG,0,0,0,0,0,0,0,0,0,Lobby 16,Round_2,,,,,Preseason_Qualifier_4
9.0,KSU Orange (missing),0,0,0,0,0,0,0,0,0,Lobby 16,Round_2,,,,,Preseason_Qualifier_4
10.0,L1FT,0,0,0,0,0,0,0,0,0,Lobby 16,Round_2,,,,,Preseason_Qualifier_4
11.0,LZR,0,0,0,0,0,0,0,0,0,Lobby 16,Round_2,,,,,Preseason_Qualifier_4
12.0,MAP,0,0,0,0,0,0,0,0,0,Lobby 16,Round_2,,,,,Preseason_Qualifier_4
13.0,Madhattergaming,0,0,0,0,0,0,0,0,0,Lobby 16,Round_2,,,,,Preseason_Qualifier_4
14.0,Never Lucky,0,0,0,0,0,0,0,0,0,Lobby 16,Round_2,,,,,Preseason_Qualifier_4
15.0,RISK,0,0,0,0,0,0,0,0,0,Lobby 16,Round_2,,,,,Preseason_Qualifier_4
16.0,SSW,0,0,0,0,0,0,0,0,0,Lobby 16,Round_2,,,,,Preseason_Qualifier_4
17.0,ThirdPartyNation,0,0,0,0,0,0,0,0,0,Lobby 16,Round_2,,,,,Preseason_Qualifier_4
18.0,Tokyo manji,0,0,0,0,0,0,0,0,0,Lobby 16,Round_2,,,,,Preseason_Qualifier_4
19.0,Venom,0,0,0,0,0,0,0,0,0,Lobby 16,Round_2,,,,,Preseason_Qualifier_4
20.0,VisionX (missing),0,0,0,0,0,0,0,0,0,Lobby 16,Round_2,,,,,Preseason_Qualifier_4
1.0,ING,63,7,12,9,7,8,9,1,16,Lobby 1,Round_2,,,,,Preseason_Qualifier_4
2.0,RCO,61,1,9,5,4,1,13,10,5,Lobby 1,Round_2,,,,,Preseason_Qualifier_4
3.0,CVS,49,6,2,1,11,5,0,3,10,Lobby 1,Round_2,,,,,Preseason_Qualifier_4
4.0,iMx Gaming,39,18,0,2,5,2,14,8,0,Lobby 1,Round_2,,,,,Preseason_Qualifier_4
5.0,IFE,31,11,1,10,2,4,10,4,5,Lobby 1,Round_2,,,,,Preseason_Qualifier_4
6.0,He's 1 Shot Bro,28,3,11,7,1,20,0,5,2,Lobby 1,Round_2,,,,,Preseason_Qualifier_4
7.0,BBJ,27,10,5,11,5,16,0,2,5,Lobby 1,Round_2,,,,,Preseason_Qualifier_4
8.0,NBL,25,14,9,4,6,14,3,18,0,Lobby 1,Round_2,,,,,Preseason_Qualifier_4
9.0,Tijuana Piranas,20,5,4,17,0,3,3,9,0,Lobby 1,Round_2,,,,,Preseason_Qualifier_4
10.0,Team combat Pros,14,12,0,3,4,11,0,13,0,Lobby 1,Round_2,,,,,Preseason_Qualifier_4
11.0,Pound Cake (missing),12,4,1,8,0,13,2,11,0,Lobby 1,Round_2,,,,,Preseason_Qualifier_4
12.0,EZ W's,12,2,0,13,0,12,0,14,0,Lobby 1,Round_2,,,,,Preseason_Qualifier_4
13.0,BBC,10,15,0,12,3,15,1,17,3,Lobby 1,Round_2,,,,,Preseason_Qualifier_4
14.0,BootyBoyz,7,19,0,14,3,6,0,19,0,Lobby 1,Round_2,,,,,Preseason_Qualifier_4
15.0,Fallen Legacy,7,8,0,19,0,10,0,12,2,Lobby 1,Round_2,,,,,Preseason_Qualifier_4
16.0,Mad Decent (missing),7,9,0,18,0,7,1,16,1,Lobby 1,Round_2,,,,,Preseason_Qualifier_4
17.0,Forty Two Forty (missing),7,20,0,6,1,9,0,15,0,Lobby 1,Round_2,,,,,Preseason_Qualifier_4
18.0,ARC,6,16,0,15,0,18,0,7,2,Lobby 1,Round_2,,,,,Preseason_Qualifier_4
19.0,Team XT4,5,17,0,20,0,17,0,6,2,Lobby 1,Round_2,,,,,Preseason_Qualifier_4
20.0,STRIKES,1,13,0,16,0,19,0,20,0,Lobby 1,Round_2,,,,,Preseason_Qualifier_4
1.0,LMX,80,1,17,1,21,5,10,10,2,Lobby 2,Round_2,,,,,Preseason_Qualifier_4
2.0,OnTheRocks,57,3,3,3,6,1,10,2,3,Lobby 2,Round_2,,,,,Preseason_Qualifier_4
3.0,Spooky Scary,40,14,3,18,0,9,9,1,13,Lobby 2,Round_2,,,,,Preseason_Qualifier_4
4.0,Manifest,29,4,9,5,1,15,1,4,3,Lobby 2,Round_2,,,,,Preseason_Qualifier_4
5.0,UNL,28,13,6,15,3,8,1,3,7,Lobby 2,Round_2,,,,,Preseason_Qualifier_4
6.0,The leftovers,27,2,1,10,4,11,6,13,3,Lobby 2,Round_2,,,,,Preseason_Qualifier_4
7.0,LNT,23,18,0,6,7,12,2,8,8,Lobby 2,Round_2,,,,,Preseason_Qualifier_4
8.0,Yess,22,9,3,11,0,3,3,9,4,Lobby 2,Round_2,,,,,Preseason_Qualifier_4
9.0,Carbon Esports,21,17,0,4,1,2,6,17,0,Lobby 2,Round_2,,,,,Preseason_Qualifier_4
10.0,Athena NA,18,7,7,19,1,7,3,14,0,Lobby 2,Round_2,,,,,Preseason_Qualifier_4
11.0,GHC,18,11,0,2,2,6,0,6,0,Lobby 2,Round_2,,,,,Preseason_Qualifier_4
12.0,Diamond Hands,15,15,0,7,6,10,0,7,0,Lobby 2,Round_2,,,,,Preseason_Qualifier_4
13.0,Seminoles esport (missing),14,12,0,0,16,4,4,15,3,Lobby 2,Round_2,,,,,Preseason_Qualifier_4
14.0,Hakuna Matata (missing),14,5,0,17,2,16,1,5,3,Lobby 2,Round_2,,,,,Preseason_Qualifier_4
15.0,WePlayCOD (missing),11,6,2,8,3,17,0,11,0,Lobby 2,Round_2,,,,,Preseason_Qualifier_4
16.0,Asylum Crew (missing),5,10,0,13,0,14,0,12,0,Lobby 2,Round_2,,,,,Preseason_Qualifier_4
17.0,We Better Word,5,8,0,9,0,13,0,0,0,Lobby 2,Round_2,,,,,Preseason_Qualifier_4
18.0,KING OF HELL,2,16,0,12,0,19,0,16,1,Lobby 2,Round_2,,,,,Preseason_Qualifier_4
19.0,MISFITZ (missing),1,19,0,14,0,18,0,18,0,Lobby 2,Round_2,,,,,Preseason_Qualifier_4
20.0,Demon Instinct B (missing),0,20,0,20,0,20,0,0,0,Lobby 2,Round_2,,,,,Preseason_Qualifier_4
1.0,The Other Guys,54,9,4,1,8,3,11,10,8,Lobby 3,Round_2,,,,,Preseason_Qualifier_4
2.0,ReVive me pls,48,3,7,3,13,7,5,7,3,Lobby 3,Round_2,,,,,Preseason_Qualifier_4
3.0,CAS,48,6,10,4,7,1,6,12,4,Lobby 3,Round_2,,,,,Preseason_Qualifier_4
4.0,CLX,44,14,0,12,3,6,12,1,12,Lobby 3,Round_2,,,,,Preseason_Qualifier_4
5.0,The Comeback,43,1,8,17,2,13,0,2,11,Lobby 3,Round_2,,,,,Preseason_Qualifier_4
6.0,BQB,33,13,4,7,1,2,5,8,8,Lobby 3,Round_2,,,,,Preseason_Qualifier_4
7.0,Jolly Roger,28,8,5,2,10,11,1,16,0,Lobby 3,Round_2,,,,,Preseason_Qualifier_4
8.0,Gods Plan Gaming,25,2,4,15,0,16,0,4,6,Lobby 3,Round_2,,,,,Preseason_Qualifier_4
9.0,EA Sucks,16,10,5,5,0,19,2,6,0,Lobby 3,Round_2,,,,,Preseason_Qualifier_4
10.0,Regen,15,5,2,9,0,20,0,3,0,Lobby 3,Round_2,,,,,Preseason_Qualifier_4
11.0,Churruminos (missing),14,4,4,6,0,8,0,19,0,Lobby 3,Round_2,,,,,Preseason_Qualifier_4
12.0,Startups,13,11,1,8,4,14,2,11,1,Lobby 3,Round_2,,,,,Preseason_Qualifier_4
13.0,The Goon Squad,13,17,0,19,0,4,0,5,4,Lobby 3,Round_2,,,,,Preseason_Qualifier_4
14.0,Beyond Legendz,8,20,0,11,3,9,1,13,0,Lobby 3,Round_2,,,,,Preseason_Qualifier_4
15.0,TGJ,7,16,1,18,0,12,3,9,0,Lobby 3,Round_2,,,,,Preseason_Qualifier_4
16.0,Better,6,18,0,16,0,5,1,14,0,Lobby 3,Round_2,,,,,Preseason_Qualifier_4
17.0,BlackHawk Gaming (missing),5,7,0,20,0,15,1,20,0,Lobby 3,Round_2,,,,,Preseason_Qualifier_4
18.0,ALPHAREX (missing),4,15,0,13,1,17,0,15,0,Lobby 3,Round_2,,,,,Preseason_Qualifier_4
19.0,AEG Esports,4,12,0,14,0,10,0,18,0,Lobby 3,Round_2,,,,,Preseason_Qualifier_4
20.0,Mancardos Crew (missing),2,19,0,10,0,18,0,17,0,Lobby 3,Round_2,,,,,Preseason_Qualifier_4
1.0,Stonks,63,10,3,6,0,2,11,1,23,Lobby 4,Round_2,,,,,Preseason_Qualifier_4
2.0,NEAN,52,1,10,7,11,13,5,5,6,Lobby 4,Round_2,,,,,Preseason_Qualifier_4
3.0,ChayKayJay,51,2,13,1,12,15,0,12,3,Lobby 4,Round_2,,,,,Preseason_Qualifier_4
4.0,Dark Matter,43,9,8,13,4,1,15,15,0,Lobby 4,Round_2,,,,,Preseason_Qualifier_4
5.0,BLitLd Revengers,34,6,5,5,5,3,0,3,3,Lobby 4,Round_2,,,,,Preseason_Qualifier_4
6.0,MXGamers,24,15,0,2,8,10,2,10,0,Lobby 4,Round_2,,,,,Preseason_Qualifier_4
7.0,RGP,22,3,1,12,3,6,4,13,2,Lobby 4,Round_2,,,,,Preseason_Qualifier_4
8.0,BDS,21,14,0,9,1,5,1,2,3,Lobby 4,Round_2,,,,,Preseason_Qualifier_4
9.0,Beesmashing,17,12,0,4,4,18,3,6,1,Lobby 4,Round_2,,,,,Preseason_Qualifier_4
10.0,The Inmortals,16,7,2,3,1,19,0,7,0,Lobby 4,Round_2,,,,,Preseason_Qualifier_4
11.0,Turtle Named Bob,15,4,4,10,0,7,0,14,0,Lobby 4,Round_2,,,,,Preseason_Qualifier_4
12.0,NO MAYO PLEASE (missing),13,8,4,18,3,8,1,11,0,Lobby 4,Round_2,,,,,Preseason_Qualifier_4
13.0,Sad Bois,13,17,0,20,0,9,4,4,2,Lobby 4,Round_2,,,,,Preseason_Qualifier_4
14.0,ill,10,20,0,19,0,4,3,17,2,Lobby 4,Round_2,,,,,Preseason_Qualifier_4
15.0,Red Guardians,9,5,2,15,0,16,0,9,0,Lobby 4,Round_2,,,,,Preseason_Qualifier_4
16.0,Bandits,7,18,2,14,0,12,3,18,0,Lobby 4,Round_2,,,,,Preseason_Qualifier_4
17.0,Grizzy,7,11,0,17,0,20,0,8,4,Lobby 4,Round_2,,,,,Preseason_Qualifier_4
18.0,New Misfits,5,13,0,16,2,14,1,16,0,Lobby 4,Round_2,,,,,Preseason_Qualifier_4
19.0,BOTS LEGENDS (missing),4,19,1,11,0,11,1,0,0,Lobby 4,Round_2,,,,,Preseason_Qualifier_4
20.0,Vertic,2,16,0,8,0,17,0,0,0,Lobby 4,Round_2,,,,,Preseason_Qualifier_4
1.0,Select,32,2,23,0,0,0,0,0,0,Lobby 5,Round_2,,,,,Preseason_Qualifier_4
2.0,Midnight MX,23,1,11,0,0,0,0,0,0,Lobby 5,Round_2,,,,,Preseason_Qualifier_4
3.0,Hooiya,9,6,6,0,0,0,0,0,0,Lobby 5,Round_2,,,,,Preseason_Qualifier_4
4.0,Casual Players,8,3,1,0,0,0,0,0,0,Lobby 5,Round_2,,,,,Preseason_Qualifier_4
5.0,ZooWeeMama,6,12,5,0,0,0,0,0,0,Lobby 5,Round_2,,,,,Preseason_Qualifier_4
6.0,Them Boiz,5,13,4,0,0,0,0,0,0,Lobby 5,Round_2,,,,,Preseason_Qualifier_4
7.0,Galaxia (missing),5,4,0,0,0,0,0,0,0,Lobby 5,Round_2,,,,,Preseason_Qualifier_4
8.0,TriggersDown,4,11,3,0,0,0,0,0,0,Lobby 5,Round_2,,,,,Preseason_Qualifier_4
9.0,TZT (missing),4,5,0,0,0,0,0,0,0,Lobby 5,Round_2,,,,,Preseason_Qualifier_4
10.0,AM,3,16,3,0,0,0,0,0,0,Lobby 5,Round_2,,,,,Preseason_Qualifier_4
11.0,SAGU Esports (missing),3,7,0,0,0,0,0,0,0,Lobby 5,Round_2,,,,,Preseason_Qualifier_4
12.0,Team 7Ven,2,9,0,0,0,0,0,0,0,Lobby 5,Round_2,,,,,Preseason_Qualifier_4
13.0,This Is The Way,2,8,0,0,0,0,0,0,0,Lobby 5,Round_2,,,,,Preseason_Qualifier_4
14.0,UwU Crew,2,10,0,0,0,0,0,0,0,Lobby 5,Round_2,,,,,Preseason_Qualifier_4
15.0,RIDE THE FURY,1,15,0,0,0,0,0,0,0,Lobby 5,Round_2,,,,,Preseason_Qualifier_4
16.0,Soul Takers (missing),1,14,0,0,0,0,0,0,0,Lobby 5,Round_2,,,,,Preseason_Qualifier_4
17.0,Full Rush MX,0,18,0,0,0,0,0,0,0,Lobby 5,Round_2,,,,,Preseason_Qualifier_4
18.0,Miso Hate Club,0,17,0,0,0,0,0,0,0,Lobby 5,Round_2,,,,,Preseason_Qualifier_4
19.0,Overlordz (missing),0,19,0,0,0,0,0,0,0,Lobby 5,Round_2,,,,,Preseason_Qualifier_4
20.0,Taco Power,0,20,0,0,0,0,0,0,0,Lobby 5,Round_2,,,,,Preseason_Qualifier_4
1.0,Team Amino (missing),22,1,10,0,0,0,0,0,0,Lobby 6,Round_2,,,,,Preseason_Qualifier_4
2.0,T&H,18,2,9,0,0,0,0,0,0,Lobby 6,Round_2,,,,,Preseason_Qualifier_4
3.0,Sussy Bakas,15,4,10,0,0,0,0,0,0,Lobby 6,Round_2,,,,,Preseason_Qualifier_4
4.0,ROT,13,5,9,0,0,0,0,0,0,Lobby 6,Round_2,,,,,Preseason_Qualifier_4
5.0,Aplization (missing),11,3,4,0,0,0,0,0,0,Lobby 6,Round_2,,,,,Preseason_Qualifier_4
6.0,High Dexterity,6,7,3,0,0,0,0,0,0,Lobby 6,Round_2,,,,,Preseason_Qualifier_4
7.0,Unsigned Talent,4,19,4,0,0,0,0,0,0,Lobby 6,Round_2,,,,,Preseason_Qualifier_4
8.0,F451,4,9,2,0,0,0,0,0,0,Lobby 6,Round_2,,,,,Preseason_Qualifier_4
9.0,APEX BOIZ,3,14,2,0,0,0,0,0,0,Lobby 6,Round_2,,,,,Preseason_Qualifier_4
10.0,TEAM Workaholics,3,8,1,0,0,0,0,0,0,Lobby 6,Round_2,,,,,Preseason_Qualifier_4
11.0,Vandals,3,6,0,0,0,0,0,0,0,Lobby 6,Round_2,,,,,Preseason_Qualifier_4
12.0,SickksT9 Fanclub (missing),2,18,2,0,0,0,0,0,0,Lobby 6,Round_2,,,,,Preseason_Qualifier_4
13.0,Bocek Bandits,2,11,1,0,0,0,0,0,0,Lobby 6,Round_2,,,,,Preseason_Qualifier_4
14.0,Undisputed,2,12,1,0,0,0,0,0,0,Lobby 6,Round_2,,,,,Preseason_Qualifier_4
15.0,VermilionKnights,2,10,0,0,0,0,0,0,0,Lobby 6,Round_2,,,,,Preseason_Qualifier_4
16.0,WraithsSquirtgun,1,16,1,0,0,0,0,0,0,Lobby 6,Round_2,,,,,Preseason_Qualifier_4
17.0,Darlah (missing),1,13,0,0,0,0,0,0,0,Lobby 6,Round_2,,,,,Preseason_Qualifier_4
18.0,Unknown,1,15,0,0,0,0,0,0,0,Lobby 6,Round_2,,,,,Preseason_Qualifier_4
19.0,Drop Zone,0,17,0,0,0,0,0,0,0,Lobby 6,Round_2,,,,,Preseason_Qualifier_4
20.0,Team WishList (missing),0,20,0,0,0,0,0,0,0,Lobby 6,Round_2,,,,,Preseason_Qualifier_4
1.0,SMP,32,1,20,0,0,0,0,0,0,Lobby 7,Round_2,,,,,Preseason_Qualifier_4
2.0,CenterZone,14,5,10,0,0,0,0,0,0,Lobby 7,Round_2,,,,,Preseason_Qualifier_4
3.0,UORG,14,2,5,0,0,0,0,0,0,Lobby 7,Round_2,,,,,Preseason_Qualifier_4
4.0,Buds and Beer,10,3,3,0,0,0,0,0,0,Lobby 7,Round_2,,,,,Preseason_Qualifier_4
5.0,ChampionxGaming (missing),8,7,5,0,0,0,0,0,0,Lobby 7,Round_2,,,,,Preseason_Qualifier_4
6.0,tcos,6,6,3,0,0,0,0,0,0,Lobby 7,Round_2,,,,,Preseason_Qualifier_4
7.0,RL,6,4,1,0,0,0,0,0,0,Lobby 7,Round_2,,,,,Preseason_Qualifier_4
8.0,MoJo,5,15,4,0,0,0,0,0,0,Lobby 7,Round_2,,,,,Preseason_Qualifier_4
9.0,FreezeClouds4Fun (missing),4,10,2,0,0,0,0,0,0,Lobby 7,Round_2,,,,,Preseason_Qualifier_4
10.0,Melon Hogs,3,8,1,0,0,0,0,0,0,Lobby 7,Round_2,,,,,Preseason_Qualifier_4
11.0,Team Grey UTK (missing),2,9,0,0,0,0,0,0,0,Lobby 7,Round_2,,,,,Preseason_Qualifier_4
12.0,ACES,1,12,0,0,0,0,0,0,0,Lobby 7,Round_2,,,,,Preseason_Qualifier_4
13.0,Bear Cubs (missing),1,11,0,0,0,0,0,0,0,Lobby 7,Round_2,,,,,Preseason_Qualifier_4
14.0,Heavy Hitters (missing),1,13,0,0,0,0,0,0,0,Lobby 7,Round_2,,,,,Preseason_Qualifier_4
15.0,Rice&FrenchFries (missing),1,14,0,0,0,0,0,0,0,Lobby 7,Round_2,,,,,Preseason_Qualifier_4
16.0,CSU Rams (missing),0,20,0,0,0,0,0,0,0,Lobby 7,Round_2,,,,,Preseason_Qualifier_4
17.0,Deathbox Hunters,0,16,0,0,0,0,0,0,0,Lobby 7,Round_2,,,,,Preseason_Qualifier_4
18.0,Global,0,18,0,0,0,0,0,0,0,Lobby 7,Round_2,,,,,Preseason_Qualifier_4
19.0,Kills Nevera Die (missing),0,19,0,0,0,0,0,0,0,Lobby 7,Round_2,,,,,Preseason_Qualifier_4
20.0,Nessie and Peeps,0,17,0,0,0,0,0,0,0,Lobby 7,Round_2,,,,,Preseason_Qualifier_4
1.0,SHEESH,26,1,14,0,0,0,0,0,0,Lobby 8,Round_2,,,,,Preseason_Qualifier_4
2.0,TSS,20,2,11,0,0,0,0,0,0,Lobby 8,Round_2,,,,,Preseason_Qualifier_4
3.0,Code:Cloud (missing),9,7,6,0,0,0,0,0,0,Lobby 8,Round_2,,,,,Preseason_Qualifier_4
4.0,TDG,8,4,3,0,0,0,0,0,0,Lobby 8,Round_2,,,,,Preseason_Qualifier_4
5.0,Apex Mobile,8,3,1,0,0,0,0,0,0,Lobby 8,Round_2,,,,,Preseason_Qualifier_4
6.0,RT,7,6,4,0,0,0,0,0,0,Lobby 8,Round_2,,,,,Preseason_Qualifier_4
7.0,SLS,5,13,4,0,0,0,0,0,0,Lobby 8,Round_2,,,,,Preseason_Qualifier_4
8.0,RollerBoys,5,9,3,0,0,0,0,0,0,Lobby 8,Round_2,,,,,Preseason_Qualifier_4
9.0,Shady Kings,5,8,3,0,0,0,0,0,0,Lobby 8,Round_2,,,,,Preseason_Qualifier_4
10.0,Team_Supr3me,5,5,1,0,0,0,0,0,0,Lobby 8,Round_2,,,,,Preseason_Qualifier_4
11.0,Team Savage,2,10,0,0,0,0,0,0,0,Lobby 8,Round_2,,,,,Preseason_Qualifier_4
12.0,BYE,1,11,0,0,0,0,0,0,0,Lobby 8,Round_2,,,,,Preseason_Qualifier_4
13.0,Dominators,1,15,0,0,0,0,0,0,0,Lobby 8,Round_2,,,,,Preseason_Qualifier_4
14.0,Modern Esports,1,12,0,0,0,0,0,0,0,Lobby 8,Round_2,,,,,Preseason_Qualifier_4
15.0,UNDD,1,14,0,0,0,0,0,0,0,Lobby 8,Round_2,,,,,Preseason_Qualifier_4
16.0,GG,0,17,0,0,0,0,0,0,0,Lobby 8,Round_2,,,,,Preseason_Qualifier_4
17.0,JackBoyz,0,18,0,0,0,0,0,0,0,Lobby 8,Round_2,,,,,Preseason_Qualifier_4
18.0,KSU Gold,0,19,0,0,0,0,0,0,0,Lobby 8,Round_2,,,,,Preseason_Qualifier_4
19.0,Mexican Waifus (missing),0,20,0,0,0,0,0,0,0,Lobby 8,Round_2,,,,,Preseason_Qualifier_4
20.0,ROLLERS,0,16,0,0,0,0,0,0,0,Lobby 8,Round_2,,,,,Preseason_Qualifier_4
1.0,AApls,0,0,0,0,0,0,0,0,0,Lobby 9,Round_2,,,,,Preseason_Qualifier_4
2.0,AlaskanBullworms (missing),0,0,0,0,0,0,0,0,0,Lobby 9,Round_2,,,,,Preseason_Qualifier_4
3.0,Alliance Esports,0,0,0,0,0,0,0,0,0,Lobby 9,Round_2,,,,,Preseason_Qualifier_4
4.0,Bot Squad,0,0,0,0,0,0,0,0,0,Lobby 9,Round_2,,,,,Preseason_Qualifier_4
5.0,BDC,0,0,0,0,0,0,0,0,0,Lobby 9,Round_2,,,,,Preseason_Qualifier_4
6.0,BP,0,0,0,0,0,0,0,0,0,Lobby 9,Round_2,,,,,Preseason_Qualifier_4
7.0,Crusaders,0,0,0,0,0,0,0,0,0,Lobby 9,Round_2,,,,,Preseason_Qualifier_4
8.0,E-Valley (missing),0,0,0,0,0,0,0,0,0,Lobby 9,Round_2,,,,,Preseason_Qualifier_4
9.0,Frenchies Finest (missing),0,0,0,0,0,0,0,0,0,Lobby 9,Round_2,,,,,Preseason_Qualifier_4
10.0,H4GAMING,0,0,0,0,0,0,0,0,0,Lobby 9,Round_2,,,,,Preseason_Qualifier_4
11.0,Hunter Legends,0,0,0,0,0,0,0,0,0,Lobby 9,Round_2,,,,,Preseason_Qualifier_4
12.0,Just Having Fun,0,0,0,0,0,0,0,0,0,Lobby 9,Round_2,,,,,Preseason_Qualifier_4
13.0,Kaged,0,0,0,0,0,0,0,0,0,Lobby 9,Round_2,,,,,Preseason_Qualifier_4
14.0,NEXUS,0,0,0,0,0,0,0,0,0,Lobby 9,Round_2,,,,,Preseason_Qualifier_4
15.0,TAG NA,0,0,0,0,0,0,0,0,0,Lobby 9,Round_2,,,,,Preseason_Qualifier_4
16.0,TP (missing),0,0,0,0,0,0,0,0,0,Lobby 9,Round_2,,,,,Preseason_Qualifier_4
17.0,TPM,0,0,0,0,0,0,0,0,0,Lobby 9,Round_2,,,,,Preseason_Qualifier_4
18.0,Team Sanitizer,0,0,0,0,0,0,0,0,0,Lobby 9,Round_2,,,,,Preseason_Qualifier_4
19.0,Wishee Washees,0,0,0,0,0,0,0,0,0,Lobby 9,Round_2,,,,,Preseason_Qualifier_4
20.0,Wonderboys,0,0,0,0,0,0,0,0,0,Lobby 9,Round_2,,,,,Preseason_Qualifier_4
1.0,IFE,53,12,2,2,7,1,18,14,3,Lobby 1,Round_3,,,,,Preseason_Qualifier_4
2.0,Spooky Scary,52,3,11,4,6,4,6,7,9,Lobby 1,Round_3,,,,,Preseason_Qualifier_4
3.0,ING,46,1,12,7,8,15,3,12,6,Lobby 1,Round_3,,,,,Preseason_Qualifier_4
4.0,NBL,39,8,5,1,13,8,4,17,1,Lobby 1,Round_3,,,,,Preseason_Qualifier_4
5.0,UNL,34,9,5,6,6,11,0,2,8,Lobby 1,Round_3,,,,,Preseason_Qualifier_4
6.0,CVS,28,17,3,12,1,6,1,1,7,Lobby 1,Round_3,,,,,Preseason_Qualifier_4
7.0,RCO,26,16,0,3,7,5,0,5,4,Lobby 1,Round_3,,,,,Preseason_Qualifier_4
8.0,LMX,26,14,0,10,0,2,6,4,3,Lobby 1,Round_3,,,,,Preseason_Qualifier_4
9.0,Tijuana Piranas,23,2,5,8,2,10,0,8,1,Lobby 1,Round_3,,,,,Preseason_Qualifier_4
10.0,The leftovers,20,18,0,9,0,3,6,6,2,Lobby 1,Round_3,,,,,Preseason_Qualifier_4
11.0,Manifest,17,10,3,13,0,14,3,3,0,Lobby 1,Round_3,,,,,Preseason_Qualifier_4
12.0,Yess,13,6,3,14,5,19,0,15,0,Lobby 1,Round_3,,,,,Preseason_Qualifier_4
13.0,BBJ,13,4,2,20,0,9,4,16,0,Lobby 1,Round_3,,,,,Preseason_Qualifier_4
14.0,Carbon Esports,12,20,0,17,0,7,3,9,4,Lobby 1,Round_3,,,,,Preseason_Qualifier_4
15.0,OnTheRocks,10,19,0,15,1,13,0,10,5,Lobby 1,Round_3,,,,,Preseason_Qualifier_4
16.0,GHC,8,5,3,16,0,18,0,11,0,Lobby 1,Round_3,,,,,Preseason_Qualifier_4
17.0,He's 1 Shot Bro,7,11,0,5,1,16,1,19,0,Lobby 1,Round_3,,,,,Preseason_Qualifier_4
18.0,iMx Gaming,4,7,0,18,0,12,0,20,0,Lobby 1,Round_3,,,,,Preseason_Qualifier_4
