Standings,Team.1,Total,Lobby,Round,Region
2,My Neck My Back,62,Lobby 7,Round_1,North_America
3,The Semi Pros,47,Lobby 7,Round_1,North_America
4,Titanes,37,Lobby 7,Round_1,North_America
5,LadyandTheTramps,32,Lobby 7,Round_1,North_America
6,Phantom Troupe,30,Lobby 7,Round_1,North_America
7,On They Ayy,27,Lobby 7,Round_1,North_America
8,Dream,14,Lobby 7,Round_1,North_America
9,Faithwithhope,13,Lobby 7,Round_1,North_America
10,Alfa Lobo,10,Lobby 7,Round_1,North_America
11,The Goon Squad,9,Lobby 7,Round_1,North_America
12,Team PreMid,8,Lobby 7,Round_1,North_America
13,Mercurial Gaming,7,Lobby 7,Round_1,North_America
14,Hunter Legends,6,Lobby 7,Round_1,North_America
15,Crew 686,6,Lobby 7,Round_1,North_America
1,SXG,107,Lobby 8,Round_1,North_America
2,AGLY,39,Lobby 8,Round_1,North_America
3,SBD,36,Lobby 8,Round_1,North_America
4,StepBros,35,Lobby 8,Round_1,North_America
5,gibbyhands,33,Lobby 8,Round_1,North_America
6,Team Sanitizer,29,Lobby 8,Round_1,North_America
7,CGG,23,Lobby 8,Round_1,North_America
8,Apex Quarentine,18,Lobby 8,Round_1,North_America
9,Bloodline,12,Lobby 8,Round_1,North_America
10,Club Penguin,11,Lobby 8,Round_1,North_America
11,Oasis,11,Lobby 8,Round_1,North_America
12,DRAINERS,10,Lobby 8,Round_1,North_America
13,SJ Esports,9,Lobby 8,Round_1,North_America
14,Christian Lads,8,Lobby 8,Round_1,North_America
15,Ethereal League,5,Lobby 8,Round_1,North_America
1,xD,70,Lobby 9,Round_1,North_America
2,Good Vibes,60,Lobby 9,Round_1,North_America
3,LVG,53,Lobby 9,Round_1,North_America
4,Inglorious,31,Lobby 9,Round_1,North_America
5,Aim Assist GG,27,Lobby 9,Round_1,North_America
6,Lunas Superiores,23,Lobby 9,Round_1,North_America
7,Washed Bois,21,Lobby 9,Round_1,North_America
8,Vendetta,18,Lobby 9,Round_1,North_America
9,Poutine Taco,17,Lobby 9,Round_1,North_America
10,Kraken,13,Lobby 9,Round_1,North_America
11,evanescence,12,Lobby 9,Round_1,North_America
12,Bear Gang,12,Lobby 9,Round_1,North_America
13,New Legends,10,Lobby 9,Round_1,North_America
14,PVE esports,7,Lobby 9,Round_1,North_America
15,Team Savage,6,Lobby 9,Round_1,North_America
1,NVKT,63,Lobby 10,Round_2,North_America
2,EST,56,Lobby 10,Round_2,North_America
3,NM,39,Lobby 10,Round_2,North_America
4,Distruttori Team,37,Lobby 10,Round_2,North_America
5,Sniper Meta,36,Lobby 10,Round_2,North_America
6,Tijuana Piranas,35,Lobby 10,Round_2,North_America
7,MAP,24,Lobby 10,Round_2,North_America
8,1 vs Lobby,23,Lobby 10,Round_2,North_America
9,2 Zoomers1boomer,21,Lobby 10,Round_2,North_America
10,The Big 3,19,Lobby 10,Round_2,North_America
11,Vault Hunters,17,Lobby 10,Round_2,North_America
12,Impulsive Gaming,15,Lobby 10,Round_2,North_America
13,Team Boomer,8,Lobby 10,Round_2,North_America
14,Dominators,7,Lobby 10,Round_2,North_America
15,Guys Being Dudes,5,Lobby 10,Round_2,North_America
16,EKO,3,Lobby 10,Round_2,North_America
17,KThrewLife,2,Lobby 10,Round_2,North_America
18,Team SlamJam,2,Lobby 10,Round_2,North_America
19,Cod kids,1,Lobby 10,Round_2,North_America
20,Watson 2 Strong,0,Lobby 10,Round_2,North_America
1,NEAN,58,Lobby 11,Round_2,North_America
2,AM,51,Lobby 11,Round_2,North_America
3,Lethal Villains,43,Lobby 11,Round_2,North_America
4,TPM,35,Lobby 11,Round_2,North_America
5,FROG,32,Lobby 11,Round_2,North_America
6,Swanky Boys,30,Lobby 11,Round_2,North_America
7,GNR,28,Lobby 11,Round_2,North_America
8,Sussy Bakas,27,Lobby 11,Round_2,North_America
9,Shibby,23,Lobby 11,Round_2,North_America
10,JIN,23,Lobby 11,Round_2,North_America
11,Anarchy,17,Lobby 11,Round_2,North_America
12,TheBidetBoys,12,Lobby 11,Round_2,North_America
13,Spicy,12,Lobby 11,Round_2,North_America
14,JEAGERS,7,Lobby 11,Round_2,North_America
15,Team HitX,7,Lobby 11,Round_2,North_America
16,Stuck Diamonds,5,Lobby 11,Round_2,North_America
17,Int Us Harder,4,Lobby 11,Round_2,North_America
18,TTN CRIO,4,Lobby 11,Round_2,North_America
19,MexicanPowerTeam,0,Lobby 11,Round_2,North_America
20,Godz of deci,0,Lobby 11,Round_2,North_America
1,Lonely Fans,81,Lobby 12,Round_2,North_America
2,RT,53,Lobby 12,Round_2,North_America
3,Unlucky,43,Lobby 12,Round_2,North_America
4,En corto Garmers,39,Lobby 12,Round_2,North_America
5,Corruption,26,Lobby 12,Round_2,North_America
6,Dunk Squad,21,Lobby 12,Round_2,North_America
7,Los Hefes,21,Lobby 12,Round_2,North_America
8,trippinoncables,21,Lobby 12,Round_2,North_America
9,TAG NA,20,Lobby 12,Round_2,North_America
10,Laggy 'n Rollers,19,Lobby 12,Round_2,North_America
11,Mid Piece,17,Lobby 12,Round_2,North_America
12,Captains,13,Lobby 12,Round_2,North_America
13,ChayKayJay,13,Lobby 12,Round_2,North_America
14,LF,12,Lobby 12,Round_2,North_America
15,Zachs Chest Hair,12,Lobby 12,Round_2,North_America
16,Kaged,10,Lobby 12,Round_2,North_America
17,Them Boiz,6,Lobby 12,Round_2,North_America
18,The Other Guys,5,Lobby 12,Round_2,North_America
19,Eternal x Beasts,4,Lobby 12,Round_2,North_America
20,Spood Beest,4,Lobby 12,Round_2,North_America
1,2B1C,68,Lobby 13,Round_2,North_America
2,ForcesGG,65,Lobby 13,Round_2,North_America
3,PUBS,61,Lobby 13,Round_2,North_America
4,BOT,49,Lobby 13,Round_2,North_America
5,WASH,37,Lobby 13,Round_2,North_America
6,RISK,21,Lobby 13,Round_2,North_America
7,Hold The Door,20,Lobby 13,Round_2,North_America
8,Filii Martis,20,Lobby 13,Round_2,North_America
9,LNT,17,Lobby 13,Round_2,North_America
10,Yess,14,Lobby 13,Round_2,North_America
11,Anfield,12,Lobby 13,Round_2,North_America
12,ATRX,12,Lobby 13,Round_2,North_America
13,Shady Kings,11,Lobby 13,Round_2,North_America
14,UnderWorldGaming,11,Lobby 13,Round_2,North_America
15,Team_Supr3me,7,Lobby 13,Round_2,North_America
16,Tater,6,Lobby 13,Round_2,North_America
17,TheCerealKillers,6,Lobby 13,Round_2,North_America
18,RLP,4,Lobby 13,Round_2,North_America
19,NoGiveupGaming,2,Lobby 13,Round_2,North_America
20,Dark Matter,2,Lobby 13,Round_2,North_America
1,Dark Matter,60,Lobby 14,Round_2,North_America
2,Content Squad,49,Lobby 14,Round_2,North_America
3,Movement Temple,41,Lobby 14,Round_2,North_America
4,Blockbuster,39,Lobby 14,Round_2,North_America
5,Team Name,35,Lobby 14,Round_2,North_America
6,UNDD,29,Lobby 14,Round_2,North_America
7,TeamDreams,23,Lobby 14,Round_2,North_America
8,JOYBOYS,23,Lobby 14,Round_2,North_America
9,Plimbo,20,Lobby 14,Round_2,North_America
10,Wonderboys,18,Lobby 14,Round_2,North_America
11,NOXIOUS,18,Lobby 14,Round_2,North_America
12,PradoHouseCigar,18,Lobby 14,Round_2,North_America
13,Buds and Beer,17,Lobby 14,Round_2,North_America
14,Iron Giant,14,Lobby 14,Round_2,North_America
15,DarkRoyalNation,13,Lobby 14,Round_2,North_America
16,Evil Eye,10,Lobby 14,Round_2,North_America
17,Miso Hate Club,3,Lobby 14,Round_2,North_America
18,Spacelanders,2,Lobby 14,Round_2,North_America
19,Just The Boys,2,Lobby 14,Round_2,North_America
20,TAT,1,Lobby 14,Round_2,North_America
1,Jacked and Tan,106,Lobby 15,Round_2,North_America
2,UORG,47,Lobby 15,Round_2,North_America
3,GearsKidsonApex,31,Lobby 15,Round_2,North_America
4,MoJo,29,Lobby 15,Round_2,North_America
5,Specter,29,Lobby 15,Round_2,North_America
6,Raised By Wolves,23,Lobby 15,Round_2,North_America
7,Black Panthers,22,Lobby 15,Round_2,North_America
8,Elation Esports,22,Lobby 15,Round_2,North_America
9,G7 Legends,18,Lobby 15,Round_2,North_America
10,WPH,18,Lobby 15,Round_2,North_America
11,4 Told,17,Lobby 15,Round_2,North_America
12,Onyx,17,Lobby 15,Round_2,North_America
13,Chefs,14,Lobby 15,Round_2,North_America
14,MoonStone,9,Lobby 15,Round_2,North_America
15,CastAways,6,Lobby 15,Round_2,North_America
16,Sopa de Mancos,5,Lobby 15,Round_2,North_America
17,SolarImpact,2,Lobby 15,Round_2,North_America
18,BobaBallers,2,Lobby 15,Round_2,North_America
19,Lights Out,0,Lobby 15,Round_2,North_America
20,TTN ALPHA,0,Lobby 15,Round_2,North_America
1,Unsigned Talent,73,Lobby 16,Round_2,North_America
2,OrgSignUs,46,Lobby 16,Round_2,North_America
3,SUP,44,Lobby 16,Round_2,North_America
4,IFE,41,Lobby 16,Round_2,North_America
5,BAD,37,Lobby 16,Round_2,North_America
6,C K 8,25,Lobby 16,Round_2,North_America
7,VHS,21,Lobby 16,Round_2,North_America
8,Blood Sport,21,Lobby 16,Round_2,North_America
9,Intertainers,20,Lobby 16,Round_2,North_America
10,Adonitology,20,Lobby 16,Round_2,North_America
11,Dee Em Zee,18,Lobby 16,Round_2,North_America
12,Global,17,Lobby 16,Round_2,North_America
13,Yuzu Dog,14,Lobby 16,Round_2,North_America
14,Devils x Death,8,Lobby 16,Round_2,North_America
15,Baecation,8,Lobby 16,Round_2,North_America
16,El Sindicato,6,Lobby 16,Round_2,North_America
17,Shadow IllusionZ,6,Lobby 16,Round_2,North_America
18,Silhouette,5,Lobby 16,Round_2,North_America
19,Aim Botz,3,Lobby 16,Round_2,North_America
20,Solus,0,Lobby 16,Round_2,North_America
1,BW,92,Lobby 1,Round_2,North_America
2,Spooky Scary,49,Lobby 1,Round_2,North_America
3,OA,43,Lobby 1,Round_2,North_America
4,CLX,38,Lobby 1,Round_2,North_America
5,Insane Xboxsers,32,Lobby 1,Round_2,North_America
6,The Not Squad,31,Lobby 1,Round_2,North_America
7,RCO,24,Lobby 1,Round_2,North_America
8,PWM,22,Lobby 1,Round_2,North_America
9,Bot Squad,20,Lobby 1,Round_2,North_America
10,TEAM Workaholics,18,Lobby 1,Round_2,North_America
11,Team Animo,13,Lobby 1,Round_2,North_America
12,6ide,11,Lobby 1,Round_2,North_America
13,Ampedant,8,Lobby 1,Round_2,North_America
14,JustSomeNewGuys,7,Lobby 1,Round_2,North_America
15,ParkingLotBirds,7,Lobby 1,Round_2,North_America
16,Chud Bungus,3,Lobby 1,Round_2,North_America
17,HololiveDXD,3,Lobby 1,Round_2,North_America
18,Azakana,2,Lobby 1,Round_2,North_America
19,Team Shadow Wolf,1,Lobby 1,Round_2,North_America
20,KingsVictoryClub,0,Lobby 1,Round_2,North_America
1,DNO,123,Lobby 2,Round_2,North_America
2,ING,49,Lobby 2,Round_2,North_America
3,2Sticks1Musician,40,Lobby 2,Round_2,North_America
4,Hooiya,30,Lobby 2,Round_2,North_America
5,ROT,23,Lobby 2,Round_2,North_America
6,Controller Bots,20,Lobby 2,Round_2,North_America
7,TOAOS GG,20,Lobby 2,Round_2,North_America
8,Apex orphans,15,Lobby 2,Round_2,North_America
9,Hardstuck10k,14,Lobby 2,Round_2,North_America
10,Nobody,13,Lobby 2,Round_2,North_America
11,Tokyo manji,12,Lobby 2,Round_2,North_America
12,Shadow Point,12,Lobby 2,Round_2,North_America
13,XcellentEra,12,Lobby 2,Round_2,North_America
14,Kaen Esports,10,Lobby 2,Round_2,North_America
15,Bull Gang,10,Lobby 2,Round_2,North_America
16,The Monke Men,9,Lobby 2,Round_2,North_America
17,Kox Gaming,9,Lobby 2,Round_2,North_America
18,Monke Mode 3B,9,Lobby 2,Round_2,North_America
19,UBC Blue,1,Lobby 2,Round_2,North_America
20,Forever Gaming,1,Lobby 2,Round_2,North_America
1,SMP,111,Lobby 3,Round_2,North_America
2,Hi,33,Lobby 3,Round_2,North_America
3,Team Asesinos,29,Lobby 3,Round_2,North_America
4,SQS Gaming,25,Lobby 3,Round_2,North_America
5,Dumpsters,24,Lobby 3,Round_2,North_America
6,WeBall,23,Lobby 3,Round_2,North_America
7,High Dexterity,22,Lobby 3,Round_2,North_America
8,Team Pepinito,21,Lobby 3,Round_2,North_America
9,AGL,21,Lobby 3,Round_2,North_America
10,We Lose,19,Lobby 3,Round_2,North_America
11,Sleepy Hut,18,Lobby 3,Round_2,North_America
12,Pipeliners,17,Lobby 3,Round_2,North_America
13,SW,16,Lobby 3,Round_2,North_America
14,Selfish Team,15,Lobby 3,Round_2,North_America
15,KDT,12,Lobby 3,Round_2,North_America
16,TS,10,Lobby 3,Round_2,North_America
17,The Loud Boys,9,Lobby 3,Round_2,North_America
18,Fallen Legacy,5,Lobby 3,Round_2,North_America
19,Insurgents,4,Lobby 3,Round_2,North_America
20,MEAL Team 6,0,Lobby 3,Round_2,North_America
1,SXG,69,Lobby 4,Round_2,North_America
2,My Neck My Back,53,Lobby 4,Round_2,North_America
3,NBL,46,Lobby 4,Round_2,North_America
4,AGLY,32,Lobby 4,Round_2,North_America
5,Team Sanitizer,30,Lobby 4,Round_2,North_America
6,gibbyhands,23,Lobby 4,Round_2,North_America
7,On They Ayy,23,Lobby 4,Round_2,North_America
8,The Semi Pros,23,Lobby 4,Round_2,North_America
9,SBD,22,Lobby 4,Round_2,North_America
10,Titanes,20,Lobby 4,Round_2,North_America
11,Phantom Troupe,19,Lobby 4,Round_2,North_America
12,CGG,17,Lobby 4,Round_2,North_America
13,Dream,13,Lobby 4,Round_2,North_America
14,LadyandTheTramps,13,Lobby 4,Round_2,North_America
15,Bloodline,10,Lobby 4,Round_2,North_America
16,StepBros,7,Lobby 4,Round_2,North_America
17,Faithwithhope,7,Lobby 4,Round_2,North_America
18,Alfa Lobo,6,Lobby 4,Round_2,North_America
19,Apex Quarentine,1,Lobby 4,Round_2,North_America
20,Oasis,0,Lobby 4,Round_2,North_America
1,AST,124,Lobby 5,Round_2,North_America
2,Onyx,43,Lobby 5,Round_2,North_America
3,xD,40,Lobby 5,Round_2,North_America
4,LVG,39,Lobby 5,Round_2,North_America
5,CC,27,Lobby 5,Round_2,North_America
6,Dawn of Legends,23,Lobby 5,Round_2,North_America
7,BRONZELASTSEASON,21,Lobby 5,Round_2,North_America
8,Kraken,16,Lobby 5,Round_2,North_America
9,Aim Assist GG,15,Lobby 5,Round_2,North_America
10,Inglorious,15,Lobby 5,Round_2,North_America
11,Good Vibes,14,Lobby 5,Round_2,North_America
12,Lunas Superiores,12,Lobby 5,Round_2,North_America
13,Net,12,Lobby 5,Round_2,North_America
14,Poutine Taco,10,Lobby 5,Round_2,North_America
15,True SightENT,9,Lobby 5,Round_2,North_America
16,Washed Bois,8,Lobby 5,Round_2,North_America
17,Conquest Gaming,6,Lobby 5,Round_2,North_America
18,UMBC Retrievers,6,Lobby 5,Round_2,North_America
19,Jump out boys,3,Lobby 5,Round_2,North_America
20,Vendetta,1,Lobby 5,Round_2,North_America
1,Never Lucky,67,Lobby 6,Round_2,North_America
2,O TAMA,55,Lobby 6,Round_2,North_America
3,LZR,52,Lobby 6,Round_2,North_America
4,SLS,40,Lobby 6,Round_2,North_America
5,Undisputed,33,Lobby 6,Round_2,North_America
6,SDO,30,Lobby 6,Round_2,North_America
7,Siracha,28,Lobby 6,Round_2,North_America
8,Meow Syndicate,21,Lobby 6,Round_2,North_America
9,IntentionalWhite,18,Lobby 6,Round_2,North_America
10,The Fudges,14,Lobby 6,Round_2,North_America
11,CVS,14,Lobby 6,Round_2,North_America
12,Gryphon Gaming,11,Lobby 6,Round_2,North_America
13,Gods Plan Gaming,10,Lobby 6,Round_2,North_America
14,DeGents,6,Lobby 6,Round_2,North_America
15,Team Possessed,5,Lobby 6,Round_2,North_America
16,He’s One Shot,5,Lobby 6,Round_2,North_America
17,WiseGuyz,1,Lobby 6,Round_2,North_America
18,Club Cobra,0,Lobby 6,Round_2,North_America
19,GPS,0,Lobby 6,Round_2,North_America
20,BrownieBoys,0,Lobby 6,Round_2,North_America
1,BP,81,Lobby 7,Round_2,North_America
2,Dexterous,55,Lobby 7,Round_2,North_America
3,TRP,49,Lobby 7,Round_2,North_America
4,Vandals,42,Lobby 7,Round_2,North_America
5,Pickles,40,Lobby 7,Round_2,North_America
6,TGJ,30,Lobby 7,Round_2,North_America
7,Passivaggressive,18,Lobby 7,Round_2,North_America
8,zyn,16,Lobby 7,Round_2,North_America
9,TiTanes Cronos,15,Lobby 7,Round_2,North_America
10,Nest,11,Lobby 7,Round_2,North_America
11,GBK DK’s,10,Lobby 7,Round_2,North_America
12,MT Heads,10,Lobby 7,Round_2,North_America
13,Bandits,9,Lobby 7,Round_2,North_America
14,TexasRatsnakes,9,Lobby 7,Round_2,North_America
15,TropicAlone 🍍,6,Lobby 7,Round_2,North_America
16,Possibility,5,Lobby 7,Round_2,North_America
17,Stars Raws,4,Lobby 7,Round_2,North_America
18,GIBRAWLERS,2,Lobby 7,Round_2,North_America
19,Whoms'tve Thiccs,0,Lobby 7,Round_2,North_America
20,Abbys Sports,0,Lobby 7,Round_2,North_America
1,YouLikeThatMate?,108,Lobby 8,Round_2,North_America
2,4Fun,47,Lobby 8,Round_2,North_America
3,"You stay, I go",44,Lobby 8,Round_2,North_America
4,BBJ,38,Lobby 8,Round_2,North_America
5,ASE,32,Lobby 8,Round_2,North_America
6,LMX,29,Lobby 8,Round_2,North_America
7,LuxuryRose,22,Lobby 8,Round_2,North_America
8,CatDog,22,Lobby 8,Round_2,North_America
9,JustSomeWarriors,18,Lobby 8,Round_2,North_America
10,oni,17,Lobby 8,Round_2,North_America
11,Unlucky Players,14,Lobby 8,Round_2,North_America
12,Buck Town Squad,9,Lobby 8,Round_2,North_America
13,InevitableGaming,7,Lobby 8,Round_2,North_America
14,H4GAMING,7,Lobby 8,Round_2,North_America
15,Mexican Demons,6,Lobby 8,Round_2,North_America
16,The Stinkies,6,Lobby 8,Round_2,North_America
17,Anger Of Nubs,5,Lobby 8,Round_2,North_America
18,Eleventh Squad,4,Lobby 8,Round_2,North_America
19,Hardstuck Plat,2,Lobby 8,Round_2,North_America
20,All The Smoke,0,Lobby 8,Round_2,North_America
1,MOAN,84,Lobby 9,Round_2,North_America
2,Aisle 5,56,Lobby 9,Round_2,North_America
3,ZERO,41,Lobby 9,Round_2,North_America
4,BQB,40,Lobby 9,Round_2,North_America
5,NightMare Red,35,Lobby 9,Round_2,North_America
6,Coconut Island,31,Lobby 9,Round_2,North_America
7,Lorax,25,Lobby 9,Round_2,North_America
8,Exoterran Y,21,Lobby 9,Round_2,North_America
9,Savage Misfits,17,Lobby 9,Round_2,North_America
10,Alliance Esports,16,Lobby 9,Round_2,North_America
11,Razer 3dge Black,10,Lobby 9,Round_2,North_America
12,AEG Esports,10,Lobby 9,Round_2,North_America
13,Vertic,10,Lobby 9,Round_2,North_America
14,L1FT,10,Lobby 9,Round_2,North_America
15,OnTheRocks,9,Lobby 9,Round_2,North_America
16,Swagnificent,9,Lobby 9,Round_2,North_America
17,Deathbox Hunters,7,Lobby 9,Round_2,North_America
18,Audio Visual,6,Lobby 9,Round_2,North_America
19,Sokudo Plus,5,Lobby 9,Round_2,North_America
20,Koatl esports,3,Lobby 9,Round_2,North_America
1,DNO,121,Lobby 1,Round_3,North_America
2,ROT,35,Lobby 1,Round_3,North_America
3,CLX,32,Lobby 1,Round_3,North_America
4,OA,32,Lobby 1,Round_3,North_America
5,RCO,28,Lobby 1,Round_3,North_America
6,Hooiya,27,Lobby 1,Round_3,North_America
7,Hardstuck10k,27,Lobby 1,Round_3,North_America
8,Spooky Scary,24,Lobby 1,Round_3,North_America
9,Insane Xboxsers,19,Lobby 1,Round_3,North_America
10,BW,16,Lobby 1,Round_3,North_America
11,TOAOS GG,15,Lobby 1,Round_3,North_America
12,The Not Squad,13,Lobby 1,Round_3,North_America
13,ING,12,Lobby 1,Round_3,North_America
14,Controller Bots,9,Lobby 1,Round_3,North_America
15,PWM,9,Lobby 1,Round_3,North_America
16,Apex orphans,3,Lobby 1,Round_3,North_America
17,TEAM Workaholics,3,Lobby 1,Round_3,North_America
18,Nobody,1,Lobby 1,Round_3,North_America
19,Bot Squad,1,Lobby 1,Round_3,North_America
20,2Sticks1Musician,0,Lobby 1,Round_3,North_America
1,My Neck My Back,62,Lobby 2,Round_3,North_America
2,Dumpsters,52,Lobby 2,Round_3,North_America
3,NBL,51,Lobby 2,Round_3,North_America
4,SXG,42,Lobby 2,Round_3,North_America
5,AGL,34,Lobby 2,Round_3,North_America
6,SMP,32,Lobby 2,Round_3,North_America
7,gibbyhands,30,Lobby 2,Round_3,North_America
8,Titanes,23,Lobby 2,Round_3,North_America
9,SQS Gaming,19,Lobby 2,Round_3,North_America
10,The Semi Pros,16,Lobby 2,Round_3,North_America
11,SBD,15,Lobby 2,Round_3,North_America
12,AGLY,13,Lobby 2,Round_3,North_America
13,Team Asesinos,12,Lobby 2,Round_3,North_America
14,On They Ayy,8,Lobby 2,Round_3,North_America
15,High Dexterity,7,Lobby 2,Round_3,North_America
16,Team Sanitizer,5,Lobby 2,Round_3,North_America
17,WeBall,5,Lobby 2,Round_3,North_America
18,Hi,5,Lobby 2,Round_3,North_America
19,We Lose,3,Lobby 2,Round_3,North_America
20,Team Pepinito,1,Lobby 2,Round_3,North_America
1,Never Lucky,54,Lobby 3,Round_3,North_America
2,xD,43,Lobby 3,Round_3,North_America
3,SDO,39,Lobby 3,Round_3,North_America
4,Meow Syndicate,38,Lobby 3,Round_3,North_America
5,AST,36,Lobby 3,Round_3,North_America
6,Onyx,32,Lobby 3,Round_3,North_America
7,Undisputed,31,Lobby 3,Round_3,North_America
8,LVG,30,Lobby 3,Round_3,North_America
9,LZR,29,Lobby 3,Round_3,North_America
10,CC,29,Lobby 3,Round_3,North_America
11,Siracha,22,Lobby 3,Round_3,North_America
12,O TAMA,16,Lobby 3,Round_3,North_America
13,SLS,16,Lobby 3,Round_3,North_America
14,CVS,14,Lobby 3,Round_3,North_America
15,BRONZELASTSEASON,5,Lobby 3,Round_3,North_America
16,Inglorious,3,Lobby 3,Round_3,North_America
17,Aim Assist GG,3,Lobby 3,Round_3,North_America
18,Kraken,3,Lobby 3,Round_3,North_America
19,IntentionalWhite,1,Lobby 3,Round_3,North_America
20,Dawn of Legends,0,Lobby 3,Round_3,North_America
1,YouLikeThatMate?,96,Lobby 4,Round_3,North_America
2,LMX,57,Lobby 4,Round_3,North_America
3,BP,35,Lobby 4,Round_3,North_America
4,Nest,32,Lobby 4,Round_3,North_America
5,oni,29,Lobby 4,Round_3,North_America
6,JustSomeWarriors,24,Lobby 4,Round_3,North_America
7,Dexterous,22,Lobby 4,Round_3,North_America
8,Vandals,21,Lobby 4,Round_3,North_America
9,Pickles,19,Lobby 4,Round_3,North_America
10,BBJ,18,Lobby 4,Round_3,North_America
11,CatDog,16,Lobby 4,Round_3,North_America
12,"You stay, I go",14,Lobby 4,Round_3,North_America
13,LuxuryRose,14,Lobby 4,Round_3,North_America
14,ASE,12,Lobby 4,Round_3,North_America
15,4Fun,9,Lobby 4,Round_3,North_America
16,TRP,8,Lobby 4,Round_3,North_America
17,TiTanes Cronos,8,Lobby 4,Round_3,North_America
18,Passivaggressive,7,Lobby 4,Round_3,North_America
19,TGJ,7,Lobby 4,Round_3,North_America
20,zyn,4,Lobby 4,Round_3,North_America
1,Sniper Meta,55,Lobby 5,Round_3,North_America
2,ZERO,45,Lobby 5,Round_3,North_America
3,MOAN,43,Lobby 5,Round_3,North_America
4,EST,36,Lobby 5,Round_3,North_America
5,Aisle 5,34,Lobby 5,Round_3,North_America
6,BQB,33,Lobby 5,Round_3,North_America
7,NM,25,Lobby 5,Round_3,North_America
8,Tijuana Piranas,24,Lobby 5,Round_3,North_America
9,1 vs Lobby,23,Lobby 5,Round_3,North_America
10,Coconut Island,21,Lobby 5,Round_3,North_America
11,2 Zoomers1boomer,21,Lobby 5,Round_3,North_America
12,The Big 3,20,Lobby 5,Round_3,North_America
13,NVKT,20,Lobby 5,Round_3,North_America
14,NightMare Red,12,Lobby 5,Round_3,North_America
15,Distruttori Team,10,Lobby 5,Round_3,North_America
16,Lorax,9,Lobby 5,Round_3,North_America
17,Alliance Esports,8,Lobby 5,Round_3,North_America
18,Exoterran Y,6,Lobby 5,Round_3,North_America
19,MAP,2,Lobby 5,Round_3,North_America
20,Savage Misfits,0,Lobby 5,Round_3,North_America
1,Sussy Bakas,78,Lobby 6,Round_3,North_America
2,NEAN,54,Lobby 6,Round_3,North_America
3,TPM,43,Lobby 6,Round_3,North_America
4,AM,34,Lobby 6,Round_3,North_America
5,Unlucky,32,Lobby 6,Round_3,North_America
6,RT,28,Lobby 6,Round_3,North_America
7,LF,25,Lobby 6,Round_3,North_America
8,FROG,24,Lobby 6,Round_3,North_America
9,Los Hefes,23,Lobby 6,Round_3,North_America
10,GNR,21,Lobby 6,Round_3,North_America
11,En corto Garmers,17,Lobby 6,Round_3,North_America
12,JIN,16,Lobby 6,Round_3,North_America
13,TAG NA,15,Lobby 6,Round_3,North_America
14,trippinoncables,9,Lobby 6,Round_3,North_America
15,Dunk Squad,9,Lobby 6,Round_3,North_America
16,Laggy 'n Rollers,8,Lobby 6,Round_3,North_America
17,Shibby,6,Lobby 6,Round_3,North_America
18,Swanky Boys,4,Lobby 6,Round_3,North_America
19,Lethal Villains,4,Lobby 6,Round_3,North_America
20,Corruption,2,Lobby 6,Round_3,North_America
1,2B1C,80,Lobby 7,Round_3,North_America
2,Content Squad,57,Lobby 7,Round_3,North_America
3,Dark Matter,36,Lobby 7,Round_3,North_America
4,Yess,30,Lobby 7,Round_3,North_America
5,LNT,30,Lobby 7,Round_3,North_America
6,WASH,29,Lobby 7,Round_3,North_America
7,BOT,25,Lobby 7,Round_3,North_America
8,Filii Martis,24,Lobby 7,Round_3,North_America
9,pub stars,22,Lobby 7,Round_3,North_America
10,Wonderboys,20,Lobby 7,Round_3,North_America
11,JOYBOYS,18,Lobby 7,Round_3,North_America
12,Blockbuster,16,Lobby 7,Round_3,North_America
13,ForcesGG,14,Lobby 7,Round_3,North_America
14,Plimbo,12,Lobby 7,Round_3,North_America
15,Movement Temple,11,Lobby 7,Round_3,North_America
16,RISK,10,Lobby 7,Round_3,North_America
17,TeamDreams,5,Lobby 7,Round_3,North_America
18,UNDD,4,Lobby 7,Round_3,North_America
19,Hold The Door,3,Lobby 7,Round_3,North_America
20,Team Name,1,Lobby 7,Round_3,North_America
1,SUP,81,Lobby 8,Round_3,North_America
2,BAD,58,Lobby 8,Round_3,North_America
3,Unsigned Talent,55,Lobby 8,Round_3,North_America
4,OrgSignUs,27,Lobby 8,Round_3,North_America
5,IFE,26,Lobby 8,Round_3,North_America
6,Specter,24,Lobby 8,Round_3,North_America
7,MoJo,23,Lobby 8,Round_3,North_America
8,Blood Sport,23,Lobby 8,Round_3,North_America
9,Raised By Wolves,21,Lobby 8,Round_3,North_America
10,UORG,21,Lobby 8,Round_3,North_America
11,GearsKidsonApex,21,Lobby 8,Round_3,North_America
12,Jacked & Tan,21,Lobby 8,Round_3,North_America
13,C K 8,17,Lobby 8,Round_3,North_America
14,Black Panthers,14,Lobby 8,Round_3,North_America
15,VHS,9,Lobby 8,Round_3,North_America
16,Intertainers,4,Lobby 8,Round_3,North_America
17,G7 Legends,2,Lobby 8,Round_3,North_America
18,WPH,2,Lobby 8,Round_3,North_America
19,Elation Esports,1,Lobby 8,Round_3,North_America
20,Adonitology,0,Lobby 8,Round_3,North_America
1,SEM ORG,58,Lobby 1,Round_1,South_America
2,War Brothers BR,47,Lobby 1,Round_1,South_America
3,USB,44,Lobby 1,Round_1,South_America
