Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5,Split
7.0,GOD,37,3,1,11,2,1,6,7,2,Lobby 1,Semifinals,8.0,0.0,12.0,0.0,Split_1
8.0,LOS,36,11,2,13,0,2,0,2,3,Lobby 1,Semifinals,10.0,1.0,3.0,1.0,Split_1
9.0,Xc,33,6,3,20,0,3,3,9,1,Lobby 1,Semifinals,4.0,9.0,19.0,0.0,Split_1
10.0,Uchinix,27,18,3,9,2,18,0,5,3,Lobby 1,Semifinals,3.0,5.0,16.0,1.0,Split_1
11.0,TRJ,26,16,6,4,5,16,1,8,4,Lobby 1,Semifinals,15.0,0.0,14.0,1.0,Split_1
12.0,HLDC,26,5,2,14,2,14,0,4,6,Lobby 1,Semifinals,13.0,1.0,10.0,1.0,Split_1
13.0,Sxercise,25,9,0,16,2,5,4,15,3,Lobby 1,Semifinals,17.0,0.0,6.0,6.0,Split_1
14.0,CHI,23,17,0,8,1,15,6,12,2,Lobby 1,Semifinals,9.0,0.0,5.0,4.0,Split_1
15.0,Dark Synergy,19,10,3,6,3,17,0,19,0,Lobby 1,Semifinals,7.0,3.0,8.0,0.0,Split_1
16.0,SPIRAL,16,14,5,18,0,19,0,17,3,Lobby 1,Semifinals,19.0,3.0,7.0,1.0,Split_1
17.0,Velocity,14,7,1,19,0,11,0,20,1,Lobby 1,Semifinals,20.0,0.0,9.0,6.0,Split_1
18.0,Onl1chance,10,20,0,17,1,10,7,16,0,Lobby 1,Semifinals,18.0,0.0,17.0,0.0,Split_1
19.0,F7,10,12,0,15,1,6,1,13,0,Lobby 1,Semifinals,14.0,0.0,15.0,0.0,Split_1
20.0,NoToDay,6,15,0,12,0,20,0,6,1,Lobby 1,Semifinals,16.0,0.0,18.0,0.0,Split_1
1.0,SCTA,74,10,0,3,15,2,8,4,0,Lobby 2,Semifinals,2.0,10.0,6.0,6.0,Split_1
2.0,6bnt,59,5,3,7,2,6,3,7,5,Lobby 2,Semifinals,1.0,9.0,2.0,3.0,Split_1
3.0,1872,50,19,0,14,6,14,10,2,16,Lobby 2,Semifinals,20.0,0.0,5.0,3.0,Split_1
4.0,Sip auf Hirn,45,7,3,6,6,4,4,3,9,Lobby 2,Semifinals,18.0,0.0,8.0,3.0,Split_1
5.0,HRV,45,2,9,10,3,16,0,18,1,Lobby 2,Semifinals,6.0,7.0,3.0,4.0,Split_1
6.0,ATK,44,9,9,11,4,8,1,1,9,Lobby 2,Semifinals,10.0,0.0,18.0,2.0,Split_1
7.0,SSD,41,6,2,17,0,11,1,13,2,Lobby 2,Semifinals,12.0,1.0,1.0,17.0,Split_1
8.0,backseat,40,1,13,9,0,13,4,19,0,Lobby 2,Semifinals,8.0,4.0,10.0,0.0,Split_1
9.0,BBG,36,15,0,5,8,15,0,6,6,Lobby 2,Semifinals,7.0,0.0,4.0,5.0,Split_1
10.0,Kryptic,35,11,4,2,4,9,0,17,2,Lobby 2,Semifinals,5.0,8.0,13.0,0.0,Split_1
11.0,NoHalo,34,14,3,4,8,17,1,12,0,Lobby 2,Semifinals,4.0,6.0,12.0,3.0,Split_1
12.0,HKE,30,16,3,20,0,1,9,5,2,Lobby 2,Semifinals,16.0,0.0,20.0,0.0,Split_1
13.0,Steamroller,28,18,0,1,5,5,4,14,1,Lobby 2,Semifinals,17.0,0.0,15.0,0.0,Split_1
14.0,3FR,27,4,5,16,0,3,7,20,0,Lobby 2,Semifinals,13.0,2.0,17.0,0.0,Split_1
15.0,HNY,24,3,3,8,0,10,2,15,3,Lobby 2,Semifinals,14.0,1.0,14.0,1.0,Split_1
16.0,CHASE,21,20,0,12,3,20,0,10,0,Lobby 2,Semifinals,9.0,1.0,7.0,9.0,Split_1
17.0,ALKallbl,20,13,0,15,0,12,1,9,1,Lobby 2,Semifinals,3.0,5.0,11.0,0.0,Split_1
18.0,LucendiGaming,15,8,0,13,0,7,1,8,0,Lobby 2,Semifinals,11.0,0.0,9.0,3.0,Split_1
19.0,BFG,10,17,1,18,0,18,2,11,0,Lobby 2,Semifinals,19.0,3.0,16.0,3.0,Split_1
20.0,NyanPasu,2,12,0,19,0,19,0,16,0,Lobby 2,Semifinals,15.0,0.0,19.0,0.0,Split_1
1.0,GOD,62,14,1,8,6,2,9,9,3,Lobby 1,Finals,2.0,3.0,2.0,8.0,Split_1
2.0,TREX,60,3,6,1,11,4,6,14,0,Lobby 1,Finals,3.0,5.0,17.0,0.0,Split_1
3.0,SMS,57,1,7,3,9,3,7,8,0,Lobby 1,Finals,4.0,1.0,18.0,0.0,Split_1
4.0,ZBW,45,2,15,4,7,19,0,5,2,Lobby 1,Finals,17.0,0.0,8.0,1.0,Split_1
5.0,SSD,43,6,10,11,6,18,0,19,0,Lobby 1,Finals,6.0,12.0,11.0,7.0,Split_1
6.0,SCTA,40,13,1,2,4,7,0,2,5,Lobby 1,Finals,11.0,4.0,7.0,0.0,Split_1
7.0,1872,39,15,2,18,0,17,0,1,19,Lobby 1,Finals,15.0,1.0,16.0,3.0,Split_1
8.0,CRAZYx3,38,12,1,12,1,12,4,16,0,Lobby 1,Finals,12.0,4.0,3.0,17.0,Split_1
9.0,backseat,38,4,5,10,2,6,7,13,3,Lobby 1,Finals,9.0,2.0,5.0,2.0,Split_1
10.0,Kryptic,35,11,0,17,1,5,1,12,2,Lobby 1,Finals,1.0,12.0,14.0,0.0,Split_1
11.0,Xc,35,9,0,5,2,1,8,15,0,Lobby 1,Finals,11.0,1.0,6.0,1.0,Split_1
12.0,SJP2,31,20,0,20,1,20,0,20,0,Lobby 1,Finals,16.0,5.0,1.0,13.0,Split_1
13.0,Sip auf Hirn,26,8,2,14,2,11,6,4,7,Lobby 1,Finals,20.0,0.0,20.0,0.0,Split_1
14.0,ATK,23,16,0,7,0,9,5,6,1,Lobby 1,Finals,13.0,6.0,9.0,0.0,Split_1
15.0,SYND,20,19,0,13,0,16,1,3,10,Lobby 1,Finals,19.0,0.0,15.0,0.0,Split_1
16.0,6bnt,20,10,1,6,0,8,1,11,3,Lobby 1,Finals,8.0,4.0,13.0,0.0,Split_1
17.0,LOS,20,7,5,16,0,10,0,7,0,Lobby 1,Finals,7.0,1.0,10.0,1.0,Split_1
18.0,HRV,19,5,2,15,2,13,2,17,0,Lobby 1,Finals,5.0,0.0,12.0,2.0,Split_1
19.0,Uchinix,18,18,0,19,0,14,3,10,0,Lobby 1,Finals,18.0,2.0,4.0,5.0,Split_1
20.0,BBG,10,17,1,9,3,15,0,18,0,Lobby 1,Finals,14.0,2.0,19.0,0.0,Split_1
