Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5,Split
11.0,Anarchy,16,9,3,12,3,18,0,5,3,Lobby 4,Quarterfinals,,,,,Split_2
12.0,ZLB,16,19,0,20,0,10,0,3,7,Lobby 4,Quarterfinals,,,,,Split_2
13.0,CRB,15,8,0,6,4,6,3,16,0,Lobby 4,Quarterfinals,,,,,Split_2
14.0,BABL,11,14,2,10,3,16,1,8,0,Lobby 4,Quarterfinals,,,,,Split_2
15.0,DG,9,15,0,4,0,19,0,12,2,Lobby 4,Quarterfinals,,,,,Split_2
16.0,YFP,8,12,0,19,0,11,3,11,2,Lobby 4,Quarterfinals,,,,,Split_2
17.0,GIBBY,7,18,0,14,0,12,0,4,0,Lobby 4,Quarterfinals,,,,,Split_2
18.0,RELENT,6,20,0,8,1,7,0,17,0,Lobby 4,Quarterfinals,,,,,Split_2
19.0,trash,5,17,1,18,0,9,0,18,2,Lobby 4,Quarterfinals,,,,,Split_2
20.0,trippin,3,16,0,17,0,17,3,20,0,Lobby 4,Quarterfinals,,,,,Split_2
1.0,RDM,88,1,23,3,5,5,8,2,14,Lobby 1,Semifinals,16.0,2.0,15.0,3.0,Split_2
2.0,TRP,70,17,1,4,5,1,18,1,8,Lobby 1,Semifinals,14.0,6.0,11.0,1.0,Split_2
3.0,BBB,60,4,5,15,0,15,1,4,8,Lobby 1,Semifinals,1.0,11.0,6.0,8.0,Split_2
4.0,FBOSS,59,2,5,2,6,6,2,17,0,Lobby 1,Semifinals,3.0,1.0,3.0,10.0,Split_2
5.0,MM,49,5,9,17,1,4,5,15,3,Lobby 1,Semifinals,12.0,6.0,4.0,9.0,Split_2
6.0,SHEESH,48,6,1,13,4,8,5,7,4,Lobby 1,Semifinals,15.0,3.0,1.0,9.0,Split_2
7.0,North,40,15,0,10,12,7,6,3,6,Lobby 1,Semifinals,13.0,0.0,9.0,0.0,Split_2
8.0,CDE,37,9,0,1,15,19,0,13,0,Lobby 1,Semifinals,5.0,0.0,10.0,1.0,Split_2
9.0,RL,37,19,0,5,2,10,0,14,0,Lobby 1,Semifinals,4.0,8.0,2.0,6.0,Split_2
10.0,iRL,35,7,0,11,3,17,0,10,1,Lobby 1,Semifinals,2.0,13.0,7.0,0.0,Split_2
11.0,Revenge,31,3,3,18,0,2,4,12,1,Lobby 1,Semifinals,8.0,1.0,18.0,3.0,Split_2
12.0,GP,22,8,4,7,1,9,5,11,0,Lobby 1,Semifinals,7.0,0.0,14.0,0.0,Split_2
13.0,CIMJ,21,10,0,14,3,13,0,9,0,Lobby 1,Semifinals,6.0,2.0,5.0,3.0,Split_2
14.0,ShameAssist,15,14,0,6,1,18,0,16,2,Lobby 1,Semifinals,10.0,2.0,12.0,3.0,Split_2
15.0,UORG,13,12,1,16,0,14,3,8,0,Lobby 1,Semifinals,9.0,3.0,17.0,0.0,Split_2
16.0,PÂTÉ,12,11,0,8,0,12,0,5,3,Lobby 1,Semifinals,18.0,0.0,13.0,0.0,Split_2
17.0,VHS,10,13,0,12,0,20,0,6,4,Lobby 1,Semifinals,11.0,0.0,19.0,0.0,Split_2
18.0,VOID,10,18,2,20,0,3,1,19,0,Lobby 1,Semifinals,20.0,0.0,20.0,0.0,Split_2
19.0,ZERO,5,20,0,9,0,16,0,18,0,Lobby 1,Semifinals,17.0,0.0,8.0,1.0,Split_2
20.0,OYO,4,16,0,19,0,11,3,20,0,Lobby 1,Semifinals,19.0,0.0,16.0,0.0,Split_2
1.0,WING,69,8,8,3,15,1,11,20,2,Lobby 2,Semifinals,5.0,6.0,10.0,0.0,Split_2
2.0,ChadP,57,6,2,18,0,2,7,13,0,Lobby 2,Semifinals,1.0,9.0,2.0,5.0,Split_2
3.0,TPM,54,20,0,2,9,20,0,4,9,Lobby 2,Semifinals,8.0,1.0,1.0,7.0,Split_2
4.0,ASUR,49,12,0,1,7,13,3,12,1,Lobby 2,Semifinals,2.0,3.0,4.0,6.0,Split_2
5.0,SKSQ,46,11,3,4,2,6,6,6,0,Lobby 2,Semifinals,9.0,6.0,3.0,8.0,Split_2
6.0,POSKITINO,46,18,0,6,5,4,2,2,8,Lobby 2,Semifinals,3.0,3.0,15.0,3.0,Split_2
7.0,HVND,45,13,5,19,0,9,6,7,3,Lobby 2,Semifinals,4.0,11.0,9.0,7.0,Split_2
8.0,UNDD,40,1,11,8,3,14,0,15,0,Lobby 2,Semifinals,13.0,1.0,7.0,5.0,Split_2
9.0,AST,38,15,3,12,1,17,1,3,12,Lobby 2,Semifinals,10.0,0.0,5.0,6.0,Split_2
10.0,EX,33,19,0,11,4,15,4,5,8,Lobby 2,Semifinals,6.0,6.0,13.0,1.0,Split_2
11.0,HVNDS,33,2,7,13,0,8,7,10,1,Lobby 2,Semifinals,7.0,0.0,11.0,0.0,Split_2
12.0,DSR,27,3,1,15,0,11,0,1,4,Lobby 2,Semifinals,16.0,0.0,14.0,0.0,Split_2
13.0,Landry,23,5,6,7,1,7,2,11,0,Lobby 2,Semifinals,17.0,3.0,17.0,0.0,Split_2
14.0,EXAgents,22,4,1,5,3,19,0,8,3,Lobby 2,Semifinals,15.0,3.0,16.0,0.0,Split_2
15.0,AE,19,9,5,9,6,16,0,18,0,Lobby 2,Semifinals,12.0,3.0,20.0,0.0,Split_2
