Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5,Split
13.0,ONS,23,2,6,9,3,9,0,20,0,Lobby 1,Semifinals,20.0,0.0,20.0,1.0,Split_2
14.0,TS,20,5,4,12,0,12,3,4,0,Lobby 1,Semifinals,16.0,0.0,12.0,1.0,Split_2
15.0,IRONIC,18,17,3,20,0,20,0,9,3,Lobby 1,Semifinals,11.0,0.0,10.0,7.0,Split_2
16.0,YFP,18,13,2,6,5,13,2,17,0,Lobby 1,Semifinals,10.0,2.0,17.0,0.0,Split_2
17.0,TAG NA,15,10,3,19,0,15,0,12,2,Lobby 1,Semifinals,9.0,1.0,7.0,0.0,Split_2
18.0,HP,10,6,0,13,0,11,0,16,0,Lobby 1,Semifinals,6.0,2.0,16.0,0.0,Split_2
19.0,CYLX,8,12,0,15,0,6,3,19,0,Lobby 1,Semifinals,19.0,0.0,19.0,0.0,Split_2
20.0,ZERO,8,15,0,11,0,17,0,13,2,Lobby 1,Semifinals,15.0,1.0,14.0,0.0,Split_2
1.0,HVND,72,6,11,15,2,1,19,6,5,Lobby 2,Semifinals,3.0,5.0,12.0,3.0,Split_2
2.0,VOID,64,7,8,14,1,19,0,1,7,Lobby 2,Semifinals,2.0,12.0,4.0,6.0,Split_2
3.0,CAA,62,16,0,11,3,9,6,3,7,Lobby 2,Semifinals,1.0,9.0,3.0,8.0,Split_2
4.0,SHEESH,62,1,5,13,5,6,5,7,10,Lobby 2,Semifinals,4.0,1.0,2.0,3.0,Split_2
5.0,RL,55,3,5,2,6,7,5,10,3,Lobby 2,Semifinals,7.0,2.0,5.0,6.0,Split_2
6.0,RDM,51,2,8,17,0,10,0,4,3,Lobby 2,Semifinals,11.0,1.0,1.0,10.0,Split_2
7.0,SNOW,40,8,4,7,1,3,7,20,0,Lobby 2,Semifinals,14.0,9.0,7.0,3.0,Split_2
8.0,North,39,17,0,3,7,4,4,9,2,Lobby 2,Semifinals,5.0,3.0,11.0,4.0,Split_2
9.0,UORG,37,13,1,8,0,2,6,2,5,Lobby 2,Semifinals,10.0,0.0,10.0,0.0,Split_2
10.0,ChadP,29,4,1,4,3,15,0,13,0,Lobby 2,Semifinals,8.0,4.0,14.0,6.0,Split_2
11.0,CDE,24,20,0,6,6,12,0,5,5,Lobby 2,Semifinals,6.0,0.0,9.0,0.0,Split_2
12.0,PAF,23,19,0,1,9,8,0,19,0,Lobby 2,Semifinals,18.0,0.0,19.0,0.0,Split_2
13.0,CBM,21,5,1,18,0,5,3,17,0,Lobby 2,Semifinals,15.0,3.0,8.0,3.0,Split_2
14.0,PG,19,15,2,9,4,13,0,12,1,Lobby 2,Semifinals,13.0,3.0,13.0,2.0,Split_2
15.0,OSU Esports,17,12,0,10,2,14,0,8,2,Lobby 2,Semifinals,9.0,1.0,6.0,1.0,Split_2
16.0,RAWR,16,9,5,5,2,16,0,16,3,Lobby 2,Semifinals,19.0,0.0,20.0,0.0,Split_2
17.0,MBS,9,14,3,19,0,17,0,18,0,Lobby 2,Semifinals,12.0,3.0,15.0,0.0,Split_2
18.0,IGNORE,8,10,0,20,0,18,2,15,3,Lobby 2,Semifinals,17.0,0.0,18.0,0.0,Split_2
19.0,ASH,7,18,0,16,3,20,0,14,0,Lobby 2,Semifinals,16.0,0.0,16.0,3.0,Split_2
20.0,PepegaBakeryInc,6,11,1,12,0,11,0,11,1,Lobby 2,Semifinals,20.0,0.0,17.0,0.0,Split_2
1.0,ASUR,62,6,4,2,6,13,1,1,9,Lobby 1,Finals,2.0,6.0,14.0,1.0,Split_2
2.0,VOID,59,5,2,3,12,4,3,4,12,Lobby 1,Finals,11.0,4.0,11.0,3.0,Split_2
3.0,ChadP,53,11,1,9,1,2,9,3,3,Lobby 1,Finals,20.0,0.0,1.0,8.0,Split_2
4.0,RT,50,4,2,6,3,11,3,2,7,Lobby 1,Finals,7.0,1.0,3.0,6.0,Split_2
5.0,TRP,40,18,0,18,0,9,6,7,0,Lobby 1,Finals,1.0,12.0,10.0,3.0,Split_2
6.0,WING,36,19,3,13,1,8,3,5,9,Lobby 1,Finals,5.0,7.0,13.0,1.0,Split_2
7.0,RDM,36,20,1,8,6,1,4,6,5,Lobby 1,Finals,17.0,0.0,15.0,2.0,Split_2
8.0,AE,36,1,13,10,1,12,1,9,0,Lobby 1,Finals,19.0,0.0,8.0,2.0,Split_2
9.0,RL,36,15,0,1,9,10,1,12,3,Lobby 1,Finals,18.0,0.0,4.0,2.0,Split_2
10.0,HVND,35,2,9,15,3,15,0,10,1,Lobby 1,Finals,10.0,6.0,19.0,1.0,Split_2
11.0,North,34,13,4,17,0,3,3,8,4,Lobby 1,Finals,4.0,4.0,12.0,3.0,Split_2
12.0,CIMJ,33,8,0,19,0,19,2,13,0,Lobby 1,Finals,3.0,5.0,2.0,7.0,Split_2
13.0,GSG,31,14,1,5,1,6,5,19,0,Lobby 1,Finals,8.0,3.0,5.0,7.0,Split_2
14.0,UORG,27,16,1,11,3,5,8,11,0,Lobby 1,Finals,14.0,0.0,7.0,5.0,Split_2
15.0,HCH,25,3,2,14,2,14,2,18,3,Lobby 1,Finals,6.0,4.0,18.0,0.0,Split_2
16.0,SHEESH,23,12,1,4,3,7,5,20,0,Lobby 1,Finals,16.0,0.0,16.0,5.0,Split_2
17.0,iRL,19,9,2,7,4,18,1,16,0,Lobby 1,Finals,12.0,3.0,9.0,1.0,Split_2
18.0,CAA,18,10,7,20,0,17,0,15,0,Lobby 1,Finals,13.0,1.0,6.0,3.0,Split_2
19.0,SSU,16,7,4,12,1,16,0,14,1,Lobby 1,Finals,9.0,3.0,20.0,0.0,Split_2
20.0,SNOW,5,17,0,16,0,20,1,17,0,Lobby 1,Finals,15.0,2.0,17.0,1.0,Split_2
